distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,8,VECTORIZED,0.649,1.15,1.772
Beta,CDF,16,WORK_STEALING,1.191,2.264,1.901
Beta,CDF,32,VECTORIZED,2.06,4.138,2.009
Beta,CDF,64,VECTORIZED,3.432,7.218,2.103
Beta,CDF,128,VECTORIZED,7.706,16.193,2.101
Beta,CDF,256,PARALLEL,14.791,32.259,2.181
Beta,CDF,512,VECTORIZED,27.668,59.184,2.139
Beta,CDF,1000,WORK_STEALING,55.139,127.033,2.304
Beta,CDF,2000,WORK_STEALING,114.572,238.927,2.085
Beta,CDF,5000,WORK_STEALING,125.234,632.996,5.055
Beta,CDF,10000,WORK_STEALING,238.96,1269.583,5.313
Beta,CDF,20000,WORK_STEALING,332.985,2569.087,7.715
Beta,CDF,50000,WORK_STEALING,774.234,6567.245,8.482
Beta,CDF,100000,WORK_STEALING,1462.585,13072.643,8.938
Beta,CDF,250000,WORK_STEALING,3681.57,33188.448,9.015
Beta,CDF,500000,WORK_STEALING,6983.758,81288.425,11.64
Beta,LogPDF,8,SCALAR,0.548,0.548,1.0
Beta,LogPDF,16,WORK_STEALING,0.692,1.431,2.068
Beta,LogPDF,32,VECTORIZED,1.007,1.982,1.968
Beta,LogPDF,64,VECTORIZED,1.7,3.822,2.248
Beta,LogPDF,128,VECTORIZED,2.069,7.241,3.5
Beta,LogPDF,256,VECTORIZED,3.553,14.107,3.97
Beta,LogPDF,512,VECTORIZED,7.667,27.984,3.65
Beta,LogPDF,1000,PARALLEL,14.712,52.792,3.588
Beta,LogPDF,2000,WORK_STEALING,28.461,110.528,3.883
Beta,LogPDF,5000,PARALLEL,76.361,300.588,3.936
Beta,LogPDF,10000,WORK_STEALING,155.697,585.909,3.763
Beta,LogPDF,20000,WORK_STEALING,311.407,1133.84,3.641
Beta,LogPDF,50000,WORK_STEALING,745.252,3423.647,4.594
