distribution,operation,scalar_to_vectorized,vectorized_to_parallel,parallel_to_work_stealing,best_strategy_at_max_size,best_time_us_at_max_size,max_batch_size
Beta,CDF,64,64,64,WORK_STEALING,30266.29,2000000
Beta,LogPDF,64,64,64,WORK_STEALING,36352.737,2000000
Beta,PDF,64,128,256,WORK_STEALING,40775.835,2000000
Binomial,CDF,256,64,512,VECTORIZED,525485.827,2000000
Binomial,LogPDF,128,64,128,VECTORIZED,90570.138,2000000
Binomial,PDF,64,,64,VECTORIZED,116418.892,2000000
Cauchy,CDF,64,64,256,WORK_STEALING,67997.337,2000000
Cauchy,LogPDF,64,25000,256,WORK_STEALING,12994.197,2000000
Cauchy,PDF,64,50000,1024,WORK_STEALING,17967.11,2000000
ChiSquared,CDF,64,64,64,WORK_STEALING,30817.34,2000000
ChiSquared,LogPDF,64,64,4096,PARALLEL,9603.558,2000000
ChiSquared,PDF,64,2048,6144,WORK_STEALING,13248.008,2000000
Discrete,CDF,64,128,64,WORK_STEALING,1743.602,2000000
Discrete,LogPDF,64,50000,1024,WORK_STEALING,1849.482,2000000
Discrete,PDF,64,50000,2048,WORK_STEALING,1761.263,2000000
Exponential,CDF,64,25000,1024,WORK_STEALING,3645.82,2000000
Exponential,LogPDF,64,64,2048,PARALLEL,1699.351,2000000
Exponential,PDF,64,25000,64,WORK_STEALING,4127.912,2000000
Gamma,CDF,64,64,128,WORK_STEALING,30129.174,2000000
Gamma,LogPDF,64,64,100000,WORK_STEALING,9323.459,2000000
Gamma,PDF,64,64,2048,WORK_STEALING,14219.86,2000000
Gaussian,CDF,64,6144,256,WORK_STEALING,14182.842,2000000
Gaussian,LogPDF,64,64,4096,PARALLEL,1658.86,2000000
Gaussian,PDF,64,25000,4096,WORK_STEALING,4361.066,2000000
Geometric,CDF,64,256,64,VECTORIZED,258789.852,2000000
Geometric,LogPDF,64,,128,VECTORIZED,64447.49,2000000
Geometric,PDF,64,,256,VECTORIZED,80615.135,2000000
Laplace,CDF,64,128,1024,WORK_STEALING,7813.146,2000000
Laplace,LogPDF,64,64,4096,PARALLEL,1748.307,2000000
Laplace,PDF,64,64,4096,WORK_STEALING,4008.791,2000000
LogNormal,CDF,64,64,64,PARALLEL,31280.712,2000000
LogNormal,LogPDF,64,64,256,WORK_STEALING,4869.091,2000000
LogNormal,PDF,64,25000,64,WORK_STEALING,10341.192,2000000
NegBinomial,CDF,64,128,,VECTORIZED,414068.983,2000000
NegBinomial,LogPDF,64,,512,VECTORIZED,78964.236,2000000
NegBinomial,PDF,64,,64,VECTORIZED,104039.436,2000000
Pareto,CDF,64,50000,2048,WORK_STEALING,10906.034,2000000
Pareto,LogPDF,64,10000,4096,WORK_STEALING,5579.362,2000000
Pareto,PDF,64,25000,2048,WORK_STEALING,8669.53,2000000
Poisson,CDF,64,64,128,WORK_STEALING,35910.073,2000000
Poisson,LogPDF,64,128,64,WORK_STEALING,6952.921,2000000
Poisson,PDF,64,64,512,WORK_STEALING,13212.638,2000000
Rayleigh,CDF,64,25000,2048,WORK_STEALING,4128.103,2000000
Rayleigh,LogPDF,64,64,4096,WORK_STEALING,5090.029,2000000
Rayleigh,PDF,64,25000,256,WORK_STEALING,8904.427,2000000
StudentT,CDF,64,64,1024,WORK_STEALING,66538.195,2000000
StudentT,LogPDF,64,6144,2048,WORK_STEALING,5653.154,2000000
StudentT,PDF,64,25000,128,WORK_STEALING,10037.332,2000000
Uniform,CDF,64,128,128,WORK_STEALING,2921.561,2000000
Uniform,LogPDF,64,64,2048,VECTORIZED,2302.501,2000000
Uniform,PDF,64,1024,256,VECTORIZED,2166.602,2000000
VonMises,CDF,64,64,128,WORK_STEALING,5491946.75,2000000
VonMises,LogPDF,64,250000,1024,WORK_STEALING,8071.054,2000000
VonMises,PDF,64,50000,4096,WORK_STEALING,10662.877,2000000
Weibull,CDF,64,25000,1024,WORK_STEALING,14215.395,2000000
Weibull,LogPDF,64,64,256,WORK_STEALING,9452.057,2000000
Weibull,PDF,64,50000,512,WORK_STEALING,15103.467,2000000
