distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,64,WORK_STEALING,3.821,7.865,2.058
Beta,CDF,128,VECTORIZED,8.056,18.829,2.337
Beta,CDF,256,PARALLEL,14.915,31.157,2.089
Beta,CDF,512,VECTORIZED,31.151,83.623,2.684
Beta,CDF,1024,WORK_STEALING,61.692,133.271,2.16
Beta,CDF,2048,WORK_STEALING,132.476,292.084,2.205
Beta,CDF,4096,WORK_STEALING,147.397,603.111,4.092
Beta,CDF,6144,WORK_STEALING,119.914,892.968,7.447
Beta,CDF,8192,WORK_STEALING,167.013,1217.144,7.288
Beta,CDF,10000,WORK_STEALING,225.078,1367.268,6.075
Beta,CDF,25000,WORK_STEALING,476.751,3264.192,6.847
Beta,CDF,50000,WORK_STEALING,827.945,6861.603,8.288
Beta,CDF,75000,WORK_STEALING,1096.95,10446.78,9.523
Beta,CDF,100000,WORK_STEALING,1487.975,15153.648,10.184
Beta,CDF,150000,WORK_STEALING,1991.711,21378.082,10.734
Beta,CDF,200000,WORK_STEALING,3548.231,28828.543,8.125
Beta,CDF,250000,WORK_STEALING,3230.442,39090.55,12.101
Beta,CDF,300000,WORK_STEALING,4735.075,43208.353,9.125
Beta,CDF,400000,WORK_STEALING,5169.285,56957.497,11.018
Beta,CDF,500000,WORK_STEALING,7279.662,76334.245,10.486
Beta,CDF,750000,WORK_STEALING,11161.946,107835.012,9.661
Beta,CDF,1000000,WORK_STEALING,17755.892,138234.92,7.785
Beta,CDF,1500000,WORK_STEALING,22791.084,212728.913,9.334
Beta,CDF,2000000,WORK_STEALING,30266.29,276143.247,9.124
Beta,LogPDF,64,WORK_STEALING,1.724,3.627,2.104
Beta,LogPDF,128,PARALLEL,2.134,7.219,3.383
Beta,LogPDF,256,VECTORIZED,4.852,15.51,3.197
Beta,LogPDF,512,VECTORIZED,8.135,29.807,3.664
Beta,LogPDF,1024,PARALLEL,16.369,58.07,3.548
Beta,LogPDF,2048,VECTORIZED,31.879,122.28,3.836
Beta,LogPDF,4096,PARALLEL,64.574,252.211,3.906
Beta,LogPDF,6144,WORK_STEALING,99.599,366.959,3.684
Beta,LogPDF,8192,PARALLEL,151.266,548.56,3.626
Beta,LogPDF,10000,PARALLEL,158.704,619.361,3.903
Beta,LogPDF,25000,PARALLEL,463.623,1676.497,3.616
Beta,LogPDF,50000,WORK_STEALING,797.006,2980.536,3.74
Beta,LogPDF,75000,WORK_STEALING,1250.412,4710.143,3.767
Beta,LogPDF,100000,WORK_STEALING,1617.04,5953.497,3.682
Beta,LogPDF,150000,WORK_STEALING,2551.464,8893.001,3.485
Beta,LogPDF,200000,PARALLEL,3448.105,12972.893,3.762
Beta,LogPDF,250000,PARALLEL,4461.787,16156.043,3.621
Beta,LogPDF,300000,WORK_STEALING,5483.994,20564.662,3.75
Beta,LogPDF,400000,WORK_STEALING,6934.631,25626.929,3.696
Beta,LogPDF,500000,WORK_STEALING,8773.14,33554.058,3.825
Beta,LogPDF,750000,PARALLEL,14030.067,47780.653,3.406
Beta,LogPDF,1000000,WORK_STEALING,18100.131,63487.784,3.508
