distribution,operation,scalar_to_vectorized,vectorized_to_parallel,parallel_to_work_stealing,best_strategy_at_max_size,best_time_us_at_max_size,max_batch_size
Beta,CDF,64,6144,128,PARALLEL,4076.0,500000
Beta,LogPDF,64,256,64,PARALLEL,2856.8,500000
Beta,PDF,64,8192,128,WORK_STEALING,3338.1,500000
Binomial,CDF,512,64,64,PARALLEL,29434.0,500000
Binomial,LogPDF,64,50000,6144,PARALLEL,37447.1,500000
Binomial,PDF,64,64,64,PARALLEL,39217.5,500000
ChiSquared,CDF,64,64,2048,PARALLEL,5167.2,500000
ChiSquared,LogPDF,64,50000,256,PARALLEL,616.8,500000
ChiSquared,PDF,64,25000,4096,PARALLEL,1228.3,500000
Discrete,CDF,64,50000,,PARALLEL,302.1,500000
Discrete,LogPDF,64,75000,512,PARALLEL,234.7,500000
Discrete,PDF,64,150000,4096,PARALLEL,203.7,500000
Exponential,CDF,64,400000,256,PARALLEL,583.9,500000
Exponential,LogPDF,64,250000,8192,VECTORIZED,193.6,500000
Exponential,PDF,64,250000,256,PARALLEL,448.0,500000
Gamma,CDF,64,64,4096,PARALLEL,5373.4,500000
Gamma,LogPDF,64,25000,6144,PARALLEL,626.3,500000
Gamma,PDF,64,50000,,PARALLEL,1052.8,500000
Gaussian,CDF,64,25000,256,PARALLEL,774.0,500000
Gaussian,LogPDF,64,500000,512,PARALLEL,184.1,500000
Gaussian,PDF,64,250000,256,VECTORIZED,426.6,500000
LogNormal,CDF,64,25000,2048,PARALLEL,1499.4,500000
LogNormal,LogPDF,64,150000,2048,PARALLEL,613.8,500000
LogNormal,PDF,64,150000,512,PARALLEL,1173.0,500000
NegBinomial,CDF,512,64,64,PARALLEL,38164.4,500000
NegBinomial,LogPDF,64,400000,128,VECTORIZED,32289.3,500000
NegBinomial,PDF,64,,128,VECTORIZED,35454.1,500000
Pareto,CDF,64,,64,VECTORIZED,919.4,500000
Pareto,LogPDF,64,,512,VECTORIZED,535.1,500000
Pareto,PDF,64,,6144,VECTORIZED,894.2,500000
Poisson,CDF,256,256,1024,PARALLEL,5647.4,500000
Poisson,LogPDF,64,25000,2048,PARALLEL,935.1,500000
Poisson,PDF,128,64,64,PARALLEL,1544.4,500000
Rayleigh,CDF,64,250000,64,PARALLEL,523.2,500000
Rayleigh,LogPDF,64,150000,1024,PARALLEL,612.9,500000
Rayleigh,PDF,64,150000,1024,PARALLEL,1125.9,500000
StudentT,CDF,64,64,4096,WORK_STEALING,15745.0,500000
StudentT,LogPDF,64,,512,VECTORIZED,627.5,500000
StudentT,PDF,64,,64,VECTORIZED,886.2,500000
Uniform,CDF,64,64,4096,PARALLEL,547.1,500000
Uniform,LogPDF,64,50000,128,PARALLEL,488.3,500000
Uniform,PDF,64,4096,512,PARALLEL,494.5,500000
VonMises,CDF,64,64,64,WORK_STEALING,470429.2,500000
VonMises,LogPDF,64,50000,1024,PARALLEL,882.9,500000
VonMises,PDF,64,50000,6144,PARALLEL,1478.1,500000
Weibull,CDF,64,,6144,VECTORIZED,1164.0,500000
Weibull,LogPDF,64,150000,128,PARALLEL,1302.9,500000
Weibull,PDF,64,150000,64,PARALLEL,1586.4,500000
