distribution,operation,scalar_to_vectorized,vectorized_to_parallel,parallel_to_work_stealing,best_strategy_at_max_size,best_time_us_at_max_size,max_batch_size
Beta,CDF,64,128,128,WORK_STEALING,14220.666,2000000
Beta,LogPDF,64,64,1024,VECTORIZED,19856.75,2000000
Beta,PDF,64,64,512,VECTORIZED,25455.166,2000000
Binomial,CDF,64,64,64,SCALAR,274553.875,2000000
Binomial,LogPDF,64,,1024,VECTORIZED,43797.792,2000000
Binomial,PDF,64,,64,VECTORIZED,52578.917,2000000
Cauchy,CDF,64,512,512,WORK_STEALING,29730.708,2000000
Cauchy,LogPDF,64,50000,256,PARALLEL,4756.916,2000000
Cauchy,PDF,64,10000,1024,PARALLEL,6130.375,2000000
ChiSquared,CDF,64,64,64,PARALLEL,18534.708,2000000
ChiSquared,LogPDF,64,128,2048,WORK_STEALING,1883.542,2000000
ChiSquared,PDF,64,256,1024,WORK_STEALING,2444.042,2000000
Discrete,CDF,64,64,128,WORK_STEALING,1308.084,2000000
Discrete,LogPDF,64,50000,64,PARALLEL,771.875,2000000
Discrete,PDF,64,50000,128,WORK_STEALING,601.625,2000000
Exponential,CDF,64,25000,512,WORK_STEALING,1478.375,2000000
Exponential,LogPDF,64,64,1024,WORK_STEALING,709.5,2000000
Exponential,PDF,64,25000,512,PARALLEL,1392.125,2000000
Gamma,CDF,64,64,64,PARALLEL,16445.292,2000000
Gamma,LogPDF,64,64,2048,PARALLEL,1517.25,2000000
Gamma,PDF,64,64,512,WORK_STEALING,2116.042,2000000
Gaussian,CDF,64,,256,VECTORIZED,4720.833,2000000
Gaussian,LogPDF,64,64,2048,PARALLEL,597.917,2000000
Gaussian,PDF,64,25000,512,PARALLEL,1361.541,2000000
Geometric,CDF,64,128,64,SCALAR,107467.542,2000000
Geometric,LogPDF,64,,256,VECTORIZED,42868.833,2000000
Geometric,PDF,64,,256,VECTORIZED,47051.167,2000000
Laplace,CDF,64,256,128,WORK_STEALING,3303.291,2000000
Laplace,LogPDF,64,64,2048,WORK_STEALING,546.625,2000000
Laplace,PDF,64,6144,2048,WORK_STEALING,1400.0,2000000
LogNormal,CDF,64,256,256,PARALLEL,2116.541,2000000
LogNormal,LogPDF,64,64,1024,PARALLEL,2586.166,2000000
LogNormal,PDF,64,6144,1024,PARALLEL,4327.166,2000000
NegBinomial,CDF,64,256,512,SCALAR,201977.709,2000000
NegBinomial,LogPDF,64,,512,VECTORIZED,58283.0,2000000
NegBinomial,PDF,64,,64,VECTORIZED,57554.792,2000000
Pareto,CDF,64,25000,2048,PARALLEL,4665.75,2000000
Pareto,LogPDF,64,25000,512,WORK_STEALING,2907.041,2000000
Pareto,PDF,64,25000,1024,WORK_STEALING,5569.125,2000000
Poisson,CDF,64,64,256,PARALLEL,18291.167,2000000
Poisson,LogPDF,64,256,1024,WORK_STEALING,3398.292,2000000
Poisson,PDF,64,512,512,PARALLEL,5477.625,2000000
Rayleigh,CDF,64,8192,2048,WORK_STEALING,1594.792,2000000
Rayleigh,LogPDF,64,64,256,WORK_STEALING,2630.584,2000000
Rayleigh,PDF,64,6144,2048,PARALLEL,4253.292,2000000
StudentT,CDF,64,64,128,WORK_STEALING,37793.458,2000000
StudentT,LogPDF,64,25000,512,WORK_STEALING,2617.375,2000000
StudentT,PDF,64,25000,128,PARALLEL,3821.417,2000000
Uniform,CDF,64,64,128,WORK_STEALING,1778.25,2000000
Uniform,LogPDF,64,,1024,VECTORIZED,730.708,2000000
Uniform,PDF,64,,1024,VECTORIZED,694.458,2000000
VonMises,CDF,64,128,64,PARALLEL,2021513.542,2000000
VonMises,LogPDF,64,500000,64,WORK_STEALING,3425.708,2000000
VonMises,PDF,64,25000,512,WORK_STEALING,4893.209,2000000
Weibull,CDF,64,8192,64,PARALLEL,7487.334,2000000
Weibull,LogPDF,64,50000,2048,PARALLEL,5958.958,2000000
Weibull,PDF,64,25000,64,WORK_STEALING,7054.458,2000000
