distribution,operation,scalar_to_vectorized,vectorized_to_parallel,parallel_to_work_stealing,best_strategy_at_max_size,best_time_us_at_max_size,max_batch_size
Beta,CDF,64,128,2048,WORK_STEALING,7671.379,500000
Beta,LogPDF,64,64,64,WORK_STEALING,8831.002,500000
Beta,PDF,64,128,64,PARALLEL,10251.962,500000
Binomial,CDF,64,128,1024,VECTORIZED,139095.4,500000
Binomial,LogPDF,64,,128,VECTORIZED,24791.311,500000
Binomial,PDF,64,,64,VECTORIZED,32967.482,500000
ChiSquared,CDF,64,64,64,WORK_STEALING,7187.288,500000
ChiSquared,LogPDF,64,64,4096,WORK_STEALING,1352.393,500000
ChiSquared,PDF,64,8192,256,WORK_STEALING,3085.286,500000
Discrete,CDF,64,25000,512,WORK_STEALING,396.251,500000
Discrete,LogPDF,64,75000,64,WORK_STEALING,377.803,500000
Discrete,PDF,64,50000,128,WORK_STEALING,312.473,500000
Exponential,CDF,64,50000,128,WORK_STEALING,946.139,500000
Exponential,LogPDF,64,64,128,WORK_STEALING,222.475,500000
Exponential,PDF,64,50000,128,WORK_STEALING,840.924,500000
Gamma,CDF,64,64,64,WORK_STEALING,6914.188,500000
Gamma,LogPDF,64,64,4096,WORK_STEALING,1199.192,500000
Gamma,PDF,64,25000,128,WORK_STEALING,2333.957,500000
Gaussian,CDF,64,4096,64,WORK_STEALING,3522.097,500000
Gaussian,LogPDF,64,64,128,PARALLEL,305.944,500000
Gaussian,PDF,64,50000,2048,WORK_STEALING,843.235,500000
LogNormal,CDF,64,6144,2048,WORK_STEALING,4547.799,500000
LogNormal,LogPDF,64,64,4096,WORK_STEALING,1154.581,500000
LogNormal,PDF,64,25000,256,WORK_STEALING,3042.862,500000
NegBinomial,CDF,64,64,64,SCALAR,107144.445,500000
NegBinomial,LogPDF,64,,64,VECTORIZED,20764.603,500000
NegBinomial,PDF,64,,128,VECTORIZED,28911.778,500000
Pareto,CDF,64,50000,128,WORK_STEALING,2613.396,500000
Pareto,LogPDF,64,64,64,WORK_STEALING,1178.978,500000
Pareto,PDF,64,25000,128,WORK_STEALING,2092.358,500000
Poisson,CDF,128,64,64,WORK_STEALING,7590.614,500000
Poisson,LogPDF,64,128,64,WORK_STEALING,1484.305,500000
Poisson,PDF,64,64,128,WORK_STEALING,2838.592,500000
Rayleigh,CDF,64,75000,1024,WORK_STEALING,936.265,500000
Rayleigh,LogPDF,64,64,128,WORK_STEALING,1173.926,500000
Rayleigh,PDF,64,25000,512,WORK_STEALING,2181.16,500000
StudentT,CDF,128,64,64,WORK_STEALING,16581.807,500000
StudentT,LogPDF,64,25000,2048,WORK_STEALING,1513.107,500000
StudentT,PDF,64,50000,128,WORK_STEALING,2612.187,500000
Uniform,CDF,64,64,64,WORK_STEALING,628.623,500000
Uniform,LogPDF,64,64,2048,VECTORIZED,348.79,500000
Uniform,PDF,64,128,128,VECTORIZED,433.013,500000
VonMises,CDF,64,128,128,WORK_STEALING,1449041.605,500000
VonMises,LogPDF,64,400000,256,VECTORIZED,1887.542,500000
VonMises,PDF,64,150000,4096,WORK_STEALING,3158.653,500000
Weibull,CDF,64,50000,128,WORK_STEALING,3343.494,500000
Weibull,LogPDF,64,8192,64,WORK_STEALING,2062.54,500000
Weibull,PDF,64,8192,256,WORK_STEALING,3614.912,500000
