distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,64,VECTORIZED,4.082,8.65,2.119
Beta,CDF,128,PARALLEL,10.293,33.416,3.246
Beta,CDF,256,VECTORIZED,15.499,33.084,2.135
Beta,CDF,512,VECTORIZED,32.732,69.046,2.109
Beta,CDF,1024,PARALLEL,64.217,145.22,2.261
Beta,CDF,2048,WORK_STEALING,137.015,285.854,2.086
Beta,CDF,4096,PARALLEL,139.533,588.175,4.215
Beta,CDF,6144,WORK_STEALING,138.642,879.937,6.347
Beta,CDF,8192,WORK_STEALING,198.297,1150.563,5.802
Beta,CDF,10000,WORK_STEALING,230.305,1276.577,5.543
Beta,CDF,25000,WORK_STEALING,400.657,3207.507,8.006
Beta,CDF,50000,WORK_STEALING,918.269,6616.428,7.205
Beta,CDF,75000,WORK_STEALING,1937.15,11651.211,6.015
Beta,CDF,100000,WORK_STEALING,1896.134,13355.655,7.044
Beta,CDF,150000,WORK_STEALING,2415.817,21019.63,8.701
Beta,CDF,200000,WORK_STEALING,2804.735,27089.416,9.658
Beta,CDF,250000,WORK_STEALING,3602.587,34855.914,9.675
Beta,CDF,300000,WORK_STEALING,4664.029,40013.786,8.579
Beta,CDF,400000,WORK_STEALING,6170.207,54231.806,8.789
Beta,CDF,500000,WORK_STEALING,7671.379,72968.758,9.512
Beta,LogPDF,64,WORK_STEALING,1.551,4.147,2.674
Beta,LogPDF,128,PARALLEL,2.349,10.45,4.449
Beta,LogPDF,256,WORK_STEALING,4.225,14.897,3.526
Beta,LogPDF,512,VECTORIZED,9.437,31.393,3.327
Beta,LogPDF,1024,PARALLEL,18.621,63.231,3.396
Beta,LogPDF,2048,WORK_STEALING,34.38,136.224,3.962
Beta,LogPDF,4096,WORK_STEALING,68.346,276.997,4.053
Beta,LogPDF,6144,PARALLEL,106.431,381.397,3.584
Beta,LogPDF,8192,WORK_STEALING,132.971,471.451,3.546
Beta,LogPDF,10000,VECTORIZED,152.154,588.521,3.868
Beta,LogPDF,25000,WORK_STEALING,397.369,1416.276,3.564
Beta,LogPDF,50000,PARALLEL,834.339,2923.76,3.504
Beta,LogPDF,75000,PARALLEL,1351.827,4618.652,3.417
Beta,LogPDF,100000,WORK_STEALING,1636.465,6683.329,4.084
Beta,LogPDF,150000,WORK_STEALING,2502.025,9090.686,3.633
Beta,LogPDF,200000,PARALLEL,3469.78,11888.669,3.426
Beta,LogPDF,250000,PARALLEL,4286.666,16098.545,3.755
Beta,LogPDF,300000,WORK_STEALING,5198.207,18705.955,3.599
Beta,LogPDF,400000,PARALLEL,7083.39,24904.734,3.516
Beta,LogPDF,500000,WORK_STEALING,8831.002,30866.993,3.495
Beta,PDF,64,VECTORIZED,2.499,6.628,2.652
Beta,PDF,128,WORK_STEALING,3.522,12.862,3.652
