distribution,operation,scalar_to_vectorized,vectorized_to_parallel,parallel_to_work_stealing,best_strategy_at_max_size,best_time_us_at_max_size,max_batch_size
Beta,CDF,64,2048,2048,WORK_STEALING,14396.8,2000000
Beta,LogPDF,64,512,512,WORK_STEALING,10992.9,2000000
Beta,PDF,64,512,1024,WORK_STEALING,11735.8,2000000
Binomial,CDF,128,64,512,PARALLEL,145169.8,2000000
Binomial,LogPDF,64,10000,64,VECTORIZED,173043.3,2000000
Binomial,PDF,64,2048,2048,VECTORIZED,194275.1,2000000
Cauchy,CDF,64,64,512,PARALLEL,242274.7,2000000
Cauchy,LogPDF,64,750000,512,WORK_STEALING,10003.5,2000000
Cauchy,PDF,64,750000,128,PARALLEL,11486.3,2000000
ChiSquared,CDF,64,128,2048,PARALLEL,18875.0,2000000
ChiSquared,LogPDF,64,512,150000,PARALLEL,2529.8,2000000
ChiSquared,PDF,64,1024,1024,PARALLEL,4419.9,2000000
Discrete,CDF,64,2048,2048,PARALLEL,983.3,2000000
Discrete,LogPDF,64,75000,50000,WORK_STEALING,843.1,2000000
Discrete,PDF,64,512,512,PARALLEL,775.9,2000000
Exponential,CDF,64,200000,10000,PARALLEL,1647.1,2000000
Exponential,LogPDF,64,400000,8192,WORK_STEALING,778.3,2000000
Exponential,PDF,64,250000,256,WORK_STEALING,1566.6,2000000
Gamma,CDF,128,64,64,PARALLEL,18228.0,2000000
Gamma,LogPDF,64,64,25000,WORK_STEALING,2518.2,2000000
Gamma,PDF,64,10000,6144,WORK_STEALING,4505.8,2000000
Gaussian,CDF,64,256,256,WORK_STEALING,2794.3,2000000
Gaussian,LogPDF,64,64,6144,WORK_STEALING,730.3,2000000
Gaussian,PDF,64,1000000,1024,PARALLEL,1627.3,2000000
Geometric,CDF,512,8192,512,PARALLEL,148648.7,2000000
Geometric,LogPDF,64,,64,VECTORIZED,97182.8,2000000
Geometric,PDF,128,64,128,VECTORIZED,114168.4,2000000
Laplace,CDF,64,1024,2048,PARALLEL,3704.0,2000000
Laplace,LogPDF,64,64,4096,PARALLEL,868.3,2000000
Laplace,PDF,64,64,4096,WORK_STEALING,1969.7,2000000
LogNormal,CDF,64,2048,6144,WORK_STEALING,11830.3,2000000
LogNormal,LogPDF,64,150000,64,PARALLEL,2351.9,2000000
LogNormal,PDF,64,100000,512,WORK_STEALING,4271.5,2000000
NegBinomial,CDF,256,6144,128,PARALLEL,157022.8,2000000
NegBinomial,LogPDF,64,256,1024,VECTORIZED,130533.5,2000000
NegBinomial,PDF,64,,64,VECTORIZED,142232.4,2000000
Pareto,CDF,64,,2048,VECTORIZED,4686.5,2000000
Pareto,LogPDF,64,1500000,64,WORK_STEALING,2292.9,2000000
Pareto,PDF,64,2000000,64,WORK_STEALING,3969.1,2000000
Poisson,CDF,512,128,256,PARALLEL,20997.7,2000000
Poisson,LogPDF,64,25000,4096,WORK_STEALING,3543.1,2000000
Poisson,PDF,64,64,64,WORK_STEALING,5978.1,2000000
Rayleigh,CDF,64,150000,2048,PARALLEL,1662.7,2000000
Rayleigh,LogPDF,64,150000,8192,PARALLEL,2220.8,2000000
Rayleigh,PDF,64,150000,2048,PARALLEL,3913.1,2000000
StudentT,CDF,64,64,512,VECTORIZED,268366.9,2000000
StudentT,LogPDF,64,2000000,64,PARALLEL,3598.9,2000000
StudentT,PDF,64,2000000,2048,WORK_STEALING,5144.4,2000000
Uniform,CDF,64,128,10000,WORK_STEALING,1679.2,2000000
Uniform,LogPDF,64,50000,10000,WORK_STEALING,1664.2,2000000
Uniform,PDF,64,1024,1024,WORK_STEALING,1760.6,2000000
VonMises,CDF,64,64,64,PARALLEL,2079768.3,2000000
VonMises,LogPDF,64,75000,128,PARALLEL,3687.9,2000000
VonMises,PDF,64,10000,6144,WORK_STEALING,4768.8,2000000
Weibull,CDF,64,2000000,4096,WORK_STEALING,5980.8,2000000
Weibull,LogPDF,64,150000,6144,WORK_STEALING,3984.7,2000000
Weibull,PDF,64,150000,2048,PARALLEL,5999.2,2000000
