distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,8,VECTORIZED,1.173,2.026,1.727
Beta,CDF,16,VECTORIZED,2.155,3.888,1.804
Beta,CDF,32,VECTORIZED,3.747,7.189,1.919
Beta,CDF,64,VECTORIZED,6.682,13.211,1.977
Beta,CDF,128,WORK_STEALING,14.966,30.131,2.013
Beta,CDF,256,WORK_STEALING,30.686,60.43,1.969
Beta,CDF,512,VECTORIZED,57.7,114.735,1.988
Beta,CDF,1000,WORK_STEALING,114.768,226.712,1.975
Beta,CDF,2000,VECTORIZED,235.451,459.719,1.953
Beta,CDF,5000,PARALLEL,488.747,1164.507,2.383
Beta,CDF,10000,PARALLEL,830.489,2277.552,2.742
Beta,CDF,20000,PARALLEL,723.436,4540.257,6.276
Beta,CDF,50000,WORK_STEALING,1767.833,11680.573,6.607
Beta,CDF,100000,PARALLEL,3267.39,23645.273,7.237
Beta,CDF,250000,PARALLEL,8168.67,61645.162,7.547
Beta,CDF,500000,PARALLEL,16626.671,117366.878,7.059
Beta,LogPDF,8,SCALAR,0.999,0.999,1.0
Beta,LogPDF,16,PARALLEL,1.252,1.711,1.367
Beta,LogPDF,32,PARALLEL,1.695,3.284,1.937
Beta,LogPDF,64,WORK_STEALING,2.897,6.396,2.208
Beta,LogPDF,128,PARALLEL,3.806,12.826,3.37
Beta,LogPDF,256,WORK_STEALING,6.742,26.116,3.874
Beta,LogPDF,512,PARALLEL,14.485,51.126,3.53
Beta,LogPDF,1000,WORK_STEALING,28.235,100.783,3.569
Beta,LogPDF,2000,VECTORIZED,53.909,198.037,3.674
Beta,LogPDF,5000,WORK_STEALING,143.967,505.832,3.514
Beta,LogPDF,10000,VECTORIZED,288.667,1007.399,3.49
Beta,LogPDF,20000,PARALLEL,591.161,1999.088,3.382
Beta,LogPDF,50000,WORK_STEALING,1455.94,5299.307,3.64
Beta,LogPDF,100000,WORK_STEALING,3048.542,10428.836,3.421
Beta,LogPDF,250000,WORK_STEALING,7646.046,25882.066,3.385
Beta,LogPDF,500000,WORK_STEALING,15432.299,52110.209,3.377
Beta,PDF,8,VECTORIZED,1.069,1.095,1.024
Beta,PDF,16,PARALLEL,1.343,2.061,1.535
Beta,PDF,32,PARALLEL,1.842,3.929,2.133
Beta,PDF,64,WORK_STEALING,3.17,7.663,2.417
Beta,PDF,128,VECTORIZED,4.209,15.696,3.729
Beta,PDF,256,WORK_STEALING,7.518,31.647,4.209
Beta,PDF,512,WORK_STEALING,16.053,62.091,3.868
Beta,PDF,1000,VECTORIZED,31.123,122.441,3.934
Beta,PDF,2000,VECTORIZED,59.907,242.166,4.042
Beta,PDF,5000,VECTORIZED,157.013,601.217,3.829
Beta,PDF,10000,WORK_STEALING,321.656,1217.002,3.784
Beta,PDF,20000,WORK_STEALING,648.499,2470.641,3.81
Beta,PDF,50000,WORK_STEALING,1632.184,6243.985,3.826
Beta,PDF,100000,PARALLEL,3254.111,12740.236,3.915
Beta,PDF,250000,PARALLEL,8420.364,31562.479,3.748
Beta,PDF,500000,WORK_STEALING,16990.038,63048.561,3.711
Binomial,CDF,8,VECTORIZED,3.185,3.189,1.001
Binomial,CDF,16,SCALAR,6.316,6.316,1.0
Binomial,CDF,32,VECTORIZED,12.67,12.681,1.001
Binomial,CDF,64,VECTORIZED,24.968,25.05,1.003
Binomial,CDF,128,VECTORIZED,50.81,50.922,1.002
Binomial,CDF,256,SCALAR,100.564,100.564,1.0
Binomial,CDF,512,SCALAR,200.955,200.955,1.0
Binomial,CDF,1000,SCALAR,394.108,394.108,1.0
Binomial,CDF,2000,SCALAR,787.63,787.63,1.0
Binomial,CDF,5000,VECTORIZED,1973.316,1975.845,1.001
Binomial,CDF,10000,SCALAR,4002.513,4002.513,1.0
Binomial,CDF,20000,PARALLEL,6706.037,8246.576,1.23
Binomial,CDF,50000,SCALAR,19882.551,19882.551,1.0
Binomial,CDF,100000,PARALLEL,37286.36,40012.144,1.073
Binomial,CDF,250000,PARALLEL,90170.2,97709.08,1.084
Binomial,CDF,500000,PARALLEL,173089.373,187365.032,1.082
Binomial,LogPDF,8,VECTORIZED,0.76,1.3,1.711
Binomial,LogPDF,16,VECTORIZED,1.292,2.457,1.902
Binomial,LogPDF,32,VECTORIZED,2.583,4.813,1.863
Binomial,LogPDF,64,VECTORIZED,4.735,9.133,1.929
Binomial,LogPDF,128,VECTORIZED,9.103,18.24,2.004
Binomial,LogPDF,256,VECTORIZED,18.021,36.159,2.006
Binomial,LogPDF,512,VECTORIZED,36.582,71.463,1.954
Binomial,LogPDF,1000,VECTORIZED,78.077,142.129,1.82
Binomial,LogPDF,2000,VECTORIZED,142.864,284.459,1.991
Binomial,LogPDF,5000,VECTORIZED,351.246,702.085,1.999
