distribution,operation,scalar_to_vectorized,vectorized_to_parallel,parallel_to_work_stealing,best_strategy_at_max_size,best_time_us_at_max_size,max_batch_size
Beta,CDF,64,128,64,WORK_STEALING,26978.004,2000000
Beta,LogPDF,64,64,64,WORK_STEALING,35020.708,2000000
Beta,PDF,64,8192,512,WORK_STEALING,38521.913,2000000
Binomial,CDF,2048,64,64,VECTORIZED,604031.725,2000000
Binomial,LogPDF,64,,64,VECTORIZED,131259.28,2000000
Binomial,PDF,64,,128,VECTORIZED,143434.459,2000000
ChiSquared,CDF,64,64,64,WORK_STEALING,28629.382,2000000
ChiSquared,LogPDF,64,64,256,WORK_STEALING,4907.683,2000000
ChiSquared,PDF,64,25000,1024,WORK_STEALING,8548.238,2000000
Discrete,CDF,64,25000,128,WORK_STEALING,1969.003,2000000
Discrete,LogPDF,64,50000,64,WORK_STEALING,2094.713,2000000
Discrete,PDF,64,75000,64,WORK_STEALING,1790.151,2000000
Exponential,CDF,64,50000,1024,WORK_STEALING,4096.212,2000000
Exponential,LogPDF,64,64,256,WORK_STEALING,1788.251,2000000
Exponential,PDF,64,50000,256,WORK_STEALING,3544.922,2000000
Gamma,CDF,64,64,1024,WORK_STEALING,27689.849,2000000
Gamma,LogPDF,64,64,256,WORK_STEALING,4849.779,2000000
Gamma,PDF,64,25000,64,WORK_STEALING,8823.001,2000000
Gaussian,CDF,64,8192,128,WORK_STEALING,11905.177,2000000
Gaussian,LogPDF,64,64,256,WORK_STEALING,1781.827,2000000
Gaussian,PDF,64,50000,4096,WORK_STEALING,3706.14,2000000
LogNormal,CDF,64,6144,64,WORK_STEALING,16375.048,2000000
LogNormal,LogPDF,64,64,128,WORK_STEALING,4736.806,2000000
LogNormal,PDF,64,6144,1024,WORK_STEALING,9161.654,2000000
NegBinomial,CDF,256,64,64,VECTORIZED,522940.134,2000000
NegBinomial,LogPDF,64,,64,VECTORIZED,109780.895,2000000
NegBinomial,PDF,64,,64,VECTORIZED,131579.844,2000000
Pareto,CDF,64,50000,256,WORK_STEALING,11095.345,2000000
Pareto,LogPDF,64,25000,256,WORK_STEALING,4697.443,2000000
Pareto,PDF,64,25000,256,WORK_STEALING,8532.353,2000000
Poisson,CDF,256,64,128,WORK_STEALING,31835.167,2000000
Poisson,LogPDF,64,64,64,WORK_STEALING,7476.92,2000000
Poisson,PDF,64,128,128,WORK_STEALING,13051.642,2000000
Rayleigh,CDF,64,25000,2048,WORK_STEALING,3745.932,2000000
Rayleigh,LogPDF,64,64,128,WORK_STEALING,4660.832,2000000
Rayleigh,PDF,64,25000,1024,WORK_STEALING,10618.271,2000000
StudentT,CDF,64,64,512,WORK_STEALING,60423.599,2000000
StudentT,LogPDF,64,25000,64,WORK_STEALING,5079.735,2000000
StudentT,PDF,64,50000,1024,WORK_STEALING,8956.946,2000000
Uniform,CDF,64,64,64,WORK_STEALING,3250.708,2000000
Uniform,LogPDF,64,128,256,VECTORIZED,2381.905,2000000
Uniform,PDF,64,2048,256,VECTORIZED,2042.742,2000000
VonMises,CDF,128,64,128,WORK_STEALING,6611780.66,2000000
VonMises,LogPDF,64,500000,256,WORK_STEALING,6236.42,2000000
VonMises,PDF,64,25000,64,WORK_STEALING,9813.231,2000000
Weibull,CDF,64,50000,128,WORK_STEALING,13541.378,2000000
Weibull,LogPDF,64,50000,256,WORK_STEALING,9928.94,2000000
Weibull,PDF,64,50000,256,WORK_STEALING,13332.221,2000000
