distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,64,VECTORIZED,3.782,10.695,2.828
Beta,CDF,128,VECTORIZED,8.321,17.328,2.082
Beta,CDF,256,VECTORIZED,14.887,31.15,2.092
Beta,CDF,512,WORK_STEALING,50.267,78.422,1.56
Beta,CDF,1024,VECTORIZED,64.072,134.083,2.093
Beta,CDF,2048,WORK_STEALING,142.87,334.816,2.344
Beta,CDF,4096,WORK_STEALING,123.54,555.011,4.493
Beta,CDF,6144,WORK_STEALING,156.683,823.19,5.254
Beta,CDF,8192,WORK_STEALING,162.361,1042.661,6.422
Beta,CDF,10000,WORK_STEALING,218.391,1333.298,6.105
Beta,CDF,25000,WORK_STEALING,454.884,3236.175,7.114
Beta,CDF,50000,WORK_STEALING,795.251,6645.066,8.356
Beta,CDF,75000,WORK_STEALING,1018.262,10067.567,9.887
Beta,CDF,100000,WORK_STEALING,1522.745,14160.987,9.3
Beta,CDF,150000,WORK_STEALING,2536.179,21911.24,8.639
Beta,CDF,200000,WORK_STEALING,2604.413,27450.823,10.54
Beta,CDF,250000,WORK_STEALING,3670.244,35305.44,9.619
Beta,CDF,300000,WORK_STEALING,3880.703,42813.125,11.032
Beta,CDF,400000,WORK_STEALING,6377.329,54847.799,8.6
Beta,CDF,500000,WORK_STEALING,7620.763,68580.194,8.999
Beta,CDF,750000,WORK_STEALING,10901.561,105564.61,9.683
Beta,CDF,1000000,WORK_STEALING,14864.779,138531.96,9.319
Beta,CDF,1500000,WORK_STEALING,25925.224,204882.626,7.903
Beta,CDF,2000000,WORK_STEALING,31524.371,283401.695,8.99
Beta,LogPDF,64,VECTORIZED,1.41,4.99,3.539
Beta,LogPDF,128,VECTORIZED,2.174,7.44,3.422
Beta,LogPDF,256,PARALLEL,5.022,14.671,2.921
Beta,LogPDF,512,PARALLEL,8.143,29.77,3.656
Beta,LogPDF,1024,PARALLEL,16.427,66.433,4.044
Beta,LogPDF,2048,PARALLEL,33.632,125.78,3.74
Beta,LogPDF,4096,PARALLEL,63.049,327.907,5.201
Beta,LogPDF,6144,WORK_STEALING,100.868,353.942,3.509
Beta,LogPDF,8192,WORK_STEALING,132.815,473.436,3.565
Beta,LogPDF,10000,WORK_STEALING,156.028,629.229,4.033
Beta,LogPDF,25000,PARALLEL,398.74,1468.823,3.684
Beta,LogPDF,50000,PARALLEL,789.408,2980.097,3.775
Beta,LogPDF,75000,WORK_STEALING,1231.924,4592.459,3.728
Beta,LogPDF,100000,WORK_STEALING,1607.9,6089.471,3.787
Beta,LogPDF,150000,PARALLEL,2684.364,9259.312,3.449
Beta,LogPDF,200000,WORK_STEALING,3367.309,12075.722,3.586
Beta,LogPDF,250000,WORK_STEALING,4335.875,15759.047,3.635
Beta,LogPDF,300000,PARALLEL,5363.416,18677.394,3.482
Beta,LogPDF,400000,PARALLEL,7372.221,25030.274,3.395
Beta,LogPDF,500000,PARALLEL,8458.094,30222.351,3.573
Beta,LogPDF,750000,WORK_STEALING,13381.48,46118.61,3.446
Beta,LogPDF,1000000,PARALLEL,18478.529,64459.29,3.488
Beta,LogPDF,1500000,WORK_STEALING,26340.801,101905.992,3.869
Beta,LogPDF,2000000,WORK_STEALING,37292.174,126470.322,3.391
Beta,PDF,64,VECTORIZED,1.535,4.207,2.741
Beta,PDF,128,VECTORIZED,2.36,8.445,3.578
Beta,PDF,256,PARALLEL,5.507,17.386,3.157
Beta,PDF,512,PARALLEL,9.06,35.566,3.926
Beta,PDF,1024,WORK_STEALING,24.807,93.859,3.784
Beta,PDF,2048,PARALLEL,36.36,150.096,4.128
Beta,PDF,4096,PARALLEL,73.707,292.842,3.973
Beta,PDF,6144,PARALLEL,106.055,407.611,3.843
Beta,PDF,8192,PARALLEL,145.654,581.443,3.992
Beta,PDF,10000,WORK_STEALING,174.914,681.285,3.895
Beta,PDF,25000,WORK_STEALING,447.609,1661.797,3.713
Beta,PDF,50000,WORK_STEALING,931.399,3604.936,3.87
Beta,PDF,75000,WORK_STEALING,1384.808,5108.802,3.689
Beta,PDF,100000,PARALLEL,1842.508,7366.881,3.998
Beta,PDF,150000,WORK_STEALING,2813.684,10703.809,3.804
Beta,PDF,200000,WORK_STEALING,3606.433,14914.495,4.136
Beta,PDF,250000,WORK_STEALING,5041.67,18462.529,3.662
Beta,PDF,300000,PARALLEL,5845.631,21811.264,3.731
Beta,PDF,400000,WORK_STEALING,7915.259,28716.039,3.628
Beta,PDF,500000,PARALLEL,9365.193,35852.998,3.828
Beta,PDF,750000,WORK_STEALING,14556.618,53678.291,3.688
Beta,PDF,1000000,PARALLEL,20212.857,73383.313,3.631
Beta,PDF,1500000,WORK_STEALING,30122.834,106840.92,3.547
Beta,PDF,2000000,WORK_STEALING,40242.992,143600.396,3.568
Binomial,CDF,64,WORK_STEALING,17.359,19.992,1.152
Binomial,CDF,128,SCALAR,34.888,34.888,1.0
Binomial,CDF,256,PARALLEL,69.592,70.228,1.009
Binomial,CDF,512,SCALAR,138.611,138.611,1.0
Binomial,CDF,1024,PARALLEL,285.458,286.337,1.003
Binomial,CDF,2048,WORK_STEALING,558.567,588.222,1.053
Binomial,CDF,4096,SCALAR,1124.358,1124.358,1.0
Binomial,CDF,6144,VECTORIZED,1688.705,1844.28,1.092
Binomial,CDF,8192,SCALAR,2314.919,2314.919,1.0
Binomial,CDF,10000,SCALAR,2901.77,2901.77,1.0
Binomial,CDF,25000,VECTORIZED,7415.68,8104.074,1.093
Binomial,CDF,50000,VECTORIZED,14056.046,14648.666,1.042
Binomial,CDF,75000,VECTORIZED,20887.131,21372.801,1.023
Binomial,CDF,100000,SCALAR,27207.187,27207.187,1.0
Binomial,CDF,150000,VECTORIZED,42315.27,42422.361,1.003
Binomial,CDF,200000,SCALAR,54271.376,54271.376,1.0
Binomial,CDF,250000,SCALAR,70896.665,70896.665,1.0
Binomial,CDF,300000,VECTORIZED,81801.073,85774.237,1.049
Binomial,CDF,400000,VECTORIZED,113648.48,120294.851,1.058
Binomial,CDF,500000,VECTORIZED,136572.257,142798.475,1.046
Binomial,CDF,750000,SCALAR,212430.459,212430.459,1.0
Binomial,CDF,1000000,VECTORIZED,278346.661,281045.612,1.01
Binomial,CDF,1500000,VECTORIZED,388018.416,404566.948,1.043
Binomial,CDF,2000000,VECTORIZED,517918.048,548518.69,1.059
Binomial,LogPDF,64,VECTORIZED,2.976,5.944,1.997
Binomial,LogPDF,128,VECTORIZED,5.805,11.919,2.053
Binomial,LogPDF,256,VECTORIZED,10.938,23.301,2.13
Binomial,LogPDF,512,VECTORIZED,22.093,46.092,2.086
Binomial,LogPDF,1024,VECTORIZED,84.881,106.629,1.256
Binomial,LogPDF,2048,VECTORIZED,89.544,193.856,2.165
Binomial,LogPDF,4096,VECTORIZED,180.937,370.403,2.047
Binomial,LogPDF,6144,VECTORIZED,269.331,567.094,2.106
Binomial,LogPDF,8192,VECTORIZED,388.882,747.274,1.922
Binomial,LogPDF,10000,VECTORIZED,486.633,962.678,1.978
Binomial,LogPDF,25000,VECTORIZED,1160.781,2358.482,2.032
Binomial,LogPDF,50000,VECTORIZED,2282.377,4886.096,2.141
Binomial,LogPDF,75000,VECTORIZED,3443.158,6929.774,2.013
Binomial,LogPDF,100000,VECTORIZED,4392.669,9266.149,2.109
Binomial,LogPDF,150000,VECTORIZED,6845.923,15242.903,2.227
Binomial,LogPDF,200000,VECTORIZED,9738.004,19593.298,2.012
Binomial,LogPDF,250000,VECTORIZED,11707.441,24080.486,2.057
Binomial,LogPDF,300000,VECTORIZED,14692.68,29286.639,1.993
Binomial,LogPDF,400000,VECTORIZED,18564.41,38493.346,2.074
Binomial,LogPDF,500000,VECTORIZED,23224.557,48006.994,2.067
Binomial,LogPDF,750000,VECTORIZED,36200.857,74337.369,2.053
Binomial,LogPDF,1000000,VECTORIZED,45185.489,95681.771,2.118
Binomial,LogPDF,1500000,VECTORIZED,67699.619,143534.155,2.12
Binomial,LogPDF,2000000,VECTORIZED,90791.365,189847.737,2.091
Binomial,PDF,64,VECTORIZED,3.773,7.107,1.884
Binomial,PDF,128,VECTORIZED,8.581,14.455,1.685
Binomial,PDF,256,VECTORIZED,14.346,28.313,1.974
Binomial,PDF,512,VECTORIZED,46.558,87.888,1.888
Binomial,PDF,1024,VECTORIZED,57.769,126.208,2.185
