distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,64,VECTORIZED,3.949,8.358,2.116
Beta,CDF,128,WORK_STEALING,7.773,16.351,2.104
Beta,CDF,256,WORK_STEALING,15.215,32.862,2.16
Beta,CDF,512,VECTORIZED,30.811,70.076,2.274
Beta,CDF,1024,VECTORIZED,61.855,142.884,2.31
Beta,CDF,2048,WORK_STEALING,123.531,259.541,2.101
Beta,CDF,4096,WORK_STEALING,117.888,566.71,4.807
Beta,CDF,6144,PARALLEL,170.872,773.483,4.527
Beta,CDF,8192,WORK_STEALING,212.092,1034.645,4.878
Beta,CDF,10000,WORK_STEALING,232.016,1299.168,5.599
Beta,CDF,25000,WORK_STEALING,415.125,3286.987,7.918
Beta,CDF,50000,WORK_STEALING,849.982,7362.252,8.662
Beta,CDF,75000,WORK_STEALING,1038.928,10028.539,9.653
Beta,CDF,100000,WORK_STEALING,1337.507,13522.269,10.11
Beta,CDF,150000,WORK_STEALING,1973.05,21595.433,10.945
Beta,CDF,200000,WORK_STEALING,2863.699,27782.658,9.702
Beta,CDF,250000,WORK_STEALING,3102.588,34425.369,11.096
Beta,CDF,300000,WORK_STEALING,4501.91,43331.095,9.625
Beta,CDF,400000,WORK_STEALING,5645.395,55596.844,9.848
Beta,CDF,500000,WORK_STEALING,6486.656,68314.062,10.531
Beta,LogPDF,64,VECTORIZED,1.357,3.761,2.772
Beta,LogPDF,128,VECTORIZED,2.111,7.212,3.416
Beta,LogPDF,256,VECTORIZED,4.199,14.863,3.54
Beta,LogPDF,512,PARALLEL,8.846,29.535,3.339
Beta,LogPDF,1024,PARALLEL,17.44,59.195,3.394
Beta,LogPDF,2048,WORK_STEALING,30.281,118.392,3.91
Beta,LogPDF,4096,WORK_STEALING,66.534,246.352,3.703
Beta,LogPDF,6144,PARALLEL,97.812,357.635,3.656
Beta,LogPDF,8192,PARALLEL,129.882,462.293,3.559
Beta,LogPDF,10000,VECTORIZED,162.246,575.951,3.55
Beta,LogPDF,25000,PARALLEL,416.081,1465.967,3.523
Beta,LogPDF,50000,PARALLEL,843.119,3238.19,3.841
Beta,LogPDF,75000,PARALLEL,1243.719,4411.96,3.547
Beta,LogPDF,100000,WORK_STEALING,1710.823,6008.544,3.512
Beta,LogPDF,150000,PARALLEL,2568.181,9509.42,3.703
Beta,LogPDF,200000,WORK_STEALING,3437.143,12380.97,3.602
Beta,LogPDF,250000,PARALLEL,4457.342,15710.162,3.525
Beta,LogPDF,300000,PARALLEL,5364.999,18900.217,3.523
Beta,LogPDF,400000,PARALLEL,7113.803,24983.002,3.512
Beta,LogPDF,500000,PARALLEL,8895.697,31248.519,3.513
Beta,PDF,64,VECTORIZED,1.488,4.355,2.927
Beta,PDF,128,VECTORIZED,2.353,8.405,3.572
Beta,PDF,256,VECTORIZED,4.546,16.817,3.699
Beta,PDF,512,PARALLEL,9.541,33.826,3.545
Beta,PDF,1024,VECTORIZED,19.367,68.733,3.549
Beta,PDF,2048,PARALLEL,33.875,131.078,3.869
Beta,PDF,4096,WORK_STEALING,70.511,350.236,4.967
Beta,PDF,6144,PARALLEL,105.834,446.119,4.215
Beta,PDF,8192,WORK_STEALING,147.946,591.224,3.996
Beta,PDF,10000,WORK_STEALING,176.739,719.01,4.068
Beta,PDF,25000,PARALLEL,455.114,1751.419,3.848
Beta,PDF,50000,WORK_STEALING,964.714,3364.075,3.487
Beta,PDF,75000,PARALLEL,1415.064,5929.006,4.19
Beta,PDF,100000,PARALLEL,1821.796,6947.938,3.814
Beta,PDF,150000,PARALLEL,2755.271,10698.006,3.883
Beta,PDF,200000,PARALLEL,3978.489,14730.745,3.703
Beta,PDF,250000,WORK_STEALING,5165.005,18484.958,3.579
Beta,PDF,300000,PARALLEL,5815.501,22093.793,3.799
Beta,PDF,400000,WORK_STEALING,7892.012,29864.793,3.784
Beta,PDF,500000,PARALLEL,9999.218,36770.132,3.677
