distribution,operation,scalar_to_vectorized,vectorized_to_parallel,parallel_to_work_stealing,best_strategy_at_max_size,best_time_us_at_max_size,max_batch_size
Beta,CDF,64,4096,128,PARALLEL,14433.3,2000000
Beta,LogPDF,64,128,6144,WORK_STEALING,10901.5,2000000
Beta,PDF,64,128,128,PARALLEL,11807.6,2000000
Binomial,CDF,1024,128,128,PARALLEL,110204.2,2000000
Binomial,LogPDF,64,64,64,PARALLEL,147040.3,2000000
Binomial,PDF,64,256,4096,PARALLEL,155559.5,2000000
ChiSquared,CDF,64,128,1024,PARALLEL,19157.0,2000000
ChiSquared,LogPDF,64,64,64,PARALLEL,2390.4,2000000
ChiSquared,PDF,64,150000,2048,PARALLEL,4115.2,2000000
Discrete,CDF,64,50000,2048,PARALLEL,1071.5,2000000
Discrete,LogPDF,64,200000,64,PARALLEL,848.2,2000000
Discrete,PDF,64,200000,8192,PARALLEL,815.7,2000000
Exponential,CDF,64,300000,256,PARALLEL,1573.7,2000000
Exponential,LogPDF,64,64,64,PARALLEL,762.0,2000000
Exponential,PDF,64,300000,256,PARALLEL,1579.9,2000000
Gamma,CDF,64,64,2048,PARALLEL,18713.3,2000000
Gamma,LogPDF,64,150000,512,PARALLEL,2506.3,2000000
Gamma,PDF,64,150000,2048,PARALLEL,4221.9,2000000
Gaussian,CDF,64,50000,64,PARALLEL,2892.6,2000000
Gaussian,LogPDF,64,300000,1024,PARALLEL,841.4,2000000
Gaussian,PDF,64,250000,512,PARALLEL,1656.3,2000000
LogNormal,CDF,64,8192,2048,PARALLEL,5318.5,2000000
LogNormal,LogPDF,64,75000,6144,PARALLEL,2480.2,2000000
LogNormal,PDF,64,75000,2048,PARALLEL,4871.6,2000000
NegBinomial,CDF,64,1024,64,PARALLEL,152378.1,2000000
NegBinomial,LogPDF,64,128,128,VECTORIZED,130082.7,2000000
NegBinomial,PDF,64,2000000,,PARALLEL,146895.1,2000000
Pareto,CDF,64,1500000,512,VECTORIZED,4763.4,2000000
Pareto,LogPDF,64,1000000,128,PARALLEL,2510.6,2000000
Pareto,PDF,64,400000,256,PARALLEL,4112.6,2000000
Poisson,CDF,6144,8192,64,PARALLEL,21501.1,2000000
Poisson,LogPDF,64,8192,64,PARALLEL,3571.4,2000000
Poisson,PDF,64,64,2048,PARALLEL,6014.3,2000000
Rayleigh,CDF,64,150000,,PARALLEL,1680.7,2000000
Rayleigh,LogPDF,64,100000,1024,PARALLEL,2388.4,2000000
Rayleigh,PDF,64,50000,128,PARALLEL,3934.9,2000000
StudentT,CDF,64,256,128,WORK_STEALING,46082.7,2000000
StudentT,LogPDF,64,1500000,2048,VECTORIZED,3541.9,2000000
StudentT,PDF,64,,2048,VECTORIZED,4964.8,2000000
Uniform,CDF,64,64,64,PARALLEL,1671.1,2000000
Uniform,LogPDF,64,50000,8192,PARALLEL,1628.6,2000000
Uniform,PDF,64,50000,,PARALLEL,1817.6,2000000
VonMises,CDF,64,64,64,WORK_STEALING,1729479.7,2000000
VonMises,LogPDF,64,75000,64,PARALLEL,3318.8,2000000
VonMises,PDF,64,50000,,PARALLEL,4653.4,2000000
Weibull,CDF,64,150000,1024,PARALLEL,6115.9,2000000
Weibull,LogPDF,64,50000,512,PARALLEL,4241.5,2000000
Weibull,PDF,64,150000,64,PARALLEL,6201.7,2000000
