distribution,operation,scalar_to_vectorized,vectorized_to_parallel,parallel_to_work_stealing,best_strategy_at_max_size,best_time_us_at_max_size,max_batch_size
Beta,CDF,64,256,64,PARALLEL,13128.208,2000000
Beta,LogPDF,64,256,1024,VECTORIZED,19902.292,2000000
Beta,PDF,64,64,128,VECTORIZED,23638.708,2000000
Binomial,CDF,64,128,2048,VECTORIZED,264061.375,2000000
Binomial,LogPDF,64,,1024,VECTORIZED,42913.792,2000000
Binomial,PDF,64,,128,VECTORIZED,49705.042,2000000
Cauchy,CDF,64,64,2048,WORK_STEALING,30718.166,2000000
Cauchy,LogPDF,64,25000,512,WORK_STEALING,4659.167,2000000
Cauchy,PDF,64,10000,2048,PARALLEL,5875.5,2000000
ChiSquared,CDF,64,64,64,WORK_STEALING,16968.334,2000000
ChiSquared,LogPDF,64,64,64,PARALLEL,1519.834,2000000
ChiSquared,PDF,64,512,512,PARALLEL,2044.208,2000000
Discrete,CDF,64,750000,256,WORK_STEALING,864.458,2000000
Discrete,LogPDF,64,50000,1024,WORK_STEALING,721.959,2000000
Discrete,PDF,64,50000,64,WORK_STEALING,574.875,2000000
Exponential,CDF,64,25000,1024,PARALLEL,1417.375,2000000
Exponential,LogPDF,64,64,1024,WORK_STEALING,467.375,2000000
Exponential,PDF,64,25000,256,WORK_STEALING,1477.084,2000000
Gamma,CDF,64,64,64,PARALLEL,16795.333,2000000
Gamma,LogPDF,64,64,512,PARALLEL,1457.25,2000000
Gamma,PDF,64,1024,1024,PARALLEL,2047.75,2000000
Gaussian,CDF,64,,2048,VECTORIZED,4329.709,2000000
Gaussian,LogPDF,64,64,2048,WORK_STEALING,485.208,2000000
Gaussian,PDF,64,25000,256,PARALLEL,1244.917,2000000
Geometric,CDF,64,128,512,SCALAR,101528.458,2000000
Geometric,LogPDF,64,,128,VECTORIZED,40571.083,2000000
Geometric,PDF,64,,128,VECTORIZED,44534.5,2000000
Laplace,CDF,64,256,512,WORK_STEALING,3320.458,2000000
Laplace,LogPDF,64,64,2048,WORK_STEALING,598.292,2000000
Laplace,PDF,64,64,2048,WORK_STEALING,1382.167,2000000
LogNormal,CDF,64,256,1024,WORK_STEALING,2196.709,2000000
LogNormal,LogPDF,64,64,2048,WORK_STEALING,2044.5,2000000
LogNormal,PDF,64,10000,1024,WORK_STEALING,3473.542,2000000
NegBinomial,CDF,512,128,64,VECTORIZED,191491.334,2000000
NegBinomial,LogPDF,64,,64,VECTORIZED,56292.042,2000000
NegBinomial,PDF,64,,256,VECTORIZED,55240.625,2000000
Pareto,CDF,64,25000,2048,WORK_STEALING,4020.042,2000000
Pareto,LogPDF,64,25000,2048,PARALLEL,2524.209,2000000
Pareto,PDF,64,75000,1024,WORK_STEALING,4920.584,2000000
Poisson,CDF,64,64,512,WORK_STEALING,17557.584,2000000
Poisson,LogPDF,64,6144,512,WORK_STEALING,2927.417,2000000
Poisson,PDF,64,2048,1024,PARALLEL,5083.708,2000000
Rayleigh,CDF,64,25000,2048,WORK_STEALING,1365.0,2000000
Rayleigh,LogPDF,64,25000,128,WORK_STEALING,2383.291,2000000
Rayleigh,PDF,64,10000,128,PARALLEL,3750.333,2000000
StudentT,CDF,64,64,64,WORK_STEALING,37130.708,2000000
StudentT,LogPDF,64,25000,512,WORK_STEALING,2555.125,2000000
StudentT,PDF,64,50000,64,PARALLEL,3859.0,2000000
Uniform,CDF,64,64,256,PARALLEL,1648.625,2000000
Uniform,LogPDF,64,,1024,VECTORIZED,544.167,2000000
Uniform,PDF,64,64,64,VECTORIZED,515.291,2000000
VonMises,CDF,64,128,64,WORK_STEALING,1989771.667,2000000
VonMises,LogPDF,64,400000,128,WORK_STEALING,3389.5,2000000
VonMises,PDF,64,100000,512,PARALLEL,4750.042,2000000
Weibull,CDF,64,50000,2048,PARALLEL,7237.167,2000000
Weibull,LogPDF,64,50000,2048,PARALLEL,5885.625,2000000
Weibull,PDF,64,25000,2048,WORK_STEALING,6898.542,2000000
