distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,8,VECTORIZED,0.634,1.116,1.76
Beta,CDF,16,VECTORIZED,1.146,2.198,1.918
Beta,CDF,32,WORK_STEALING,1.982,4.01,2.023
Beta,CDF,64,WORK_STEALING,3.546,10.438,2.944
Beta,CDF,128,PARALLEL,7.787,16.254,2.087
Beta,CDF,256,PARALLEL,14.925,33.547,2.248
Beta,CDF,512,WORK_STEALING,44.406,84.498,1.903
Beta,CDF,1000,VECTORIZED,62.367,151.042,2.422
Beta,CDF,2000,PARALLEL,139.214,268.614,1.93
Beta,CDF,5000,WORK_STEALING,144.529,706.872,4.891
Beta,CDF,10000,WORK_STEALING,228.507,1325.422,5.8
Beta,CDF,20000,WORK_STEALING,472.968,2551.046,5.394
Beta,CDF,50000,WORK_STEALING,765.809,6768.489,8.838
Beta,CDF,100000,WORK_STEALING,1440.219,13060.084,9.068
Beta,CDF,250000,WORK_STEALING,3648.326,32740.114,8.974
Beta,CDF,500000,WORK_STEALING,6907.344,65327.303,9.458
Beta,LogPDF,8,SCALAR,0.534,0.534,1.0
Beta,LogPDF,16,WORK_STEALING,0.678,1.41,2.08
Beta,LogPDF,32,WORK_STEALING,0.984,2.636,2.679
Beta,LogPDF,64,PARALLEL,1.664,3.705,2.227
Beta,LogPDF,128,WORK_STEALING,2.937,7.277,2.478
Beta,LogPDF,256,VECTORIZED,3.661,19.915,5.44
Beta,LogPDF,512,PARALLEL,10.341,42.816,4.14
Beta,LogPDF,1000,VECTORIZED,16.356,66.274,4.052
Beta,LogPDF,2000,WORK_STEALING,34.36,140.179,4.08
Beta,LogPDF,5000,WORK_STEALING,82.797,303.135,3.661
Beta,LogPDF,10000,PARALLEL,160.387,626.667,3.907
Beta,LogPDF,20000,PARALLEL,338.296,1244.097,3.678
Beta,LogPDF,50000,WORK_STEALING,802.941,3199.423,3.985
Beta,LogPDF,100000,WORK_STEALING,1595.143,5888.128,3.691
Beta,LogPDF,250000,PARALLEL,4088.06,14791.965,3.618
Beta,LogPDF,500000,PARALLEL,8567.105,30122.333,3.516
Beta,PDF,8,VECTORIZED,0.58,0.61,1.052
Beta,PDF,16,VECTORIZED,1.004,1.652,1.645
Beta,PDF,32,VECTORIZED,1.559,3.007,1.929
Beta,PDF,64,WORK_STEALING,1.8,5.952,3.307
Beta,PDF,128,WORK_STEALING,2.325,12.229,5.26
Beta,PDF,256,WORK_STEALING,4.163,17.032,4.091
Beta,PDF,512,PARALLEL,8.565,33.336,3.892
Beta,PDF,1000,VECTORIZED,16.916,77.312,4.57
Beta,PDF,2000,PARALLEL,34.85,163.111,4.68
Beta,PDF,5000,PARALLEL,96.707,390.403,4.037
Beta,PDF,10000,PARALLEL,200.137,890.918,4.452
Beta,PDF,20000,PARALLEL,418.396,1498.899,3.582
Beta,PDF,50000,PARALLEL,914.289,3418.907,3.739
Beta,PDF,100000,WORK_STEALING,1810.455,6769.679,3.739
Beta,PDF,250000,PARALLEL,4540.921,17330.226,3.816
Beta,PDF,500000,PARALLEL,9206.386,34436.603,3.741
Binomial,CDF,8,PARALLEL,2.52,3.428,1.36
Binomial,CDF,16,PARALLEL,4.962,5.001,1.008
Binomial,CDF,32,VECTORIZED,9.967,13.374,1.342
Binomial,CDF,64,PARALLEL,19.692,20.397,1.036
Binomial,CDF,128,VECTORIZED,39.519,40.949,1.036
Binomial,CDF,256,PARALLEL,78.943,81.878,1.037
Binomial,CDF,512,WORK_STEALING,184.382,213.342,1.157
Binomial,CDF,1000,WORK_STEALING,311.429,313.889,1.008
Binomial,CDF,2000,PARALLEL,649.155,658.999,1.015
Binomial,CDF,5000,VECTORIZED,1618.955,1891.068,1.168
Binomial,CDF,10000,SCALAR,3229.231,3229.231,1.0
Binomial,CDF,20000,VECTORIZED,6638.493,6840.354,1.03
Binomial,CDF,50000,VECTORIZED,17159.188,18647.97,1.087
Binomial,CDF,100000,VECTORIZED,32853.124,34075.43,1.037
Binomial,CDF,250000,SCALAR,81643.213,81643.213,1.0
Binomial,CDF,500000,VECTORIZED,160666.532,162645.628,1.012
Binomial,LogPDF,8,VECTORIZED,0.517,0.935,1.809
Binomial,LogPDF,16,VECTORIZED,0.917,2.6,2.835
Binomial,LogPDF,32,VECTORIZED,2.757,5.285,1.917
Binomial,LogPDF,64,VECTORIZED,3.348,9.92,2.963
Binomial,LogPDF,128,VECTORIZED,6.353,18.099,2.849
Binomial,LogPDF,256,VECTORIZED,17.186,38.714,2.253
Binomial,LogPDF,512,VECTORIZED,25.989,53.359,2.053
Binomial,LogPDF,1000,VECTORIZED,53.846,118.928,2.209
Binomial,LogPDF,2000,VECTORIZED,149.5,252.922,1.692
Binomial,LogPDF,5000,VECTORIZED,253.122,606.205,2.395
Binomial,LogPDF,10000,VECTORIZED,528.486,1183.176,2.239
Binomial,LogPDF,20000,VECTORIZED,1298.318,2384.201,1.836
Binomial,LogPDF,50000,VECTORIZED,2974.85,5723.716,1.924
Binomial,LogPDF,100000,VECTORIZED,5959.126,11076.785,1.859
Binomial,LogPDF,250000,VECTORIZED,13553.515,28712.949,2.118
Binomial,LogPDF,500000,VECTORIZED,29069.786,57057.517,1.963
Binomial,PDF,8,VECTORIZED,0.643,1.117,1.737
Binomial,PDF,16,VECTORIZED,1.163,2.136,1.837
Binomial,PDF,32,VECTORIZED,2.245,5.977,2.662
Binomial,PDF,64,VECTORIZED,4.346,8.248,1.898
Binomial,PDF,128,VECTORIZED,8.301,17.448,2.102
Binomial,PDF,256,VECTORIZED,16.652,32.3,1.94
Binomial,PDF,512,VECTORIZED,35.432,64.415,1.818
