distribution,operation,scalar_to_vectorized,vectorized_to_parallel,parallel_to_work_stealing,best_strategy_at_max_size,best_time_us_at_max_size,max_batch_size
Beta,CDF,64,128,128,WORK_STEALING,7050.039,500000
Beta,LogPDF,64,128,128,PARALLEL,8289.676,500000
Beta,PDF,64,512,512,WORK_STEALING,9119.25,500000
Binomial,CDF,256,64,2048,VECTORIZED,132218.422,500000
Binomial,LogPDF,64,,64,VECTORIZED,23789.217,500000
Binomial,PDF,64,,128,VECTORIZED,28872.807,500000
ChiSquared,CDF,64,64,128,WORK_STEALING,6638.851,500000
ChiSquared,LogPDF,64,64,128,WORK_STEALING,975.844,500000
ChiSquared,PDF,64,25000,128,WORK_STEALING,2136.767,500000
Discrete,CDF,64,25000,2048,WORK_STEALING,431.808,500000
Discrete,LogPDF,64,100000,64,WORK_STEALING,353.587,500000
Discrete,PDF,64,50000,256,WORK_STEALING,331.888,500000
Exponential,CDF,64,25000,128,WORK_STEALING,821.577,500000
Exponential,LogPDF,64,64,64,WORK_STEALING,241.112,500000
Exponential,PDF,64,25000,256,WORK_STEALING,910.913,500000
Gamma,CDF,64,64,128,WORK_STEALING,7019.307,500000
Gamma,LogPDF,64,64,64,WORK_STEALING,1067.689,500000
Gamma,PDF,64,25000,64,WORK_STEALING,2005.557,500000
Gaussian,CDF,64,6144,128,WORK_STEALING,2881.529,500000
Gaussian,LogPDF,64,64,64,PARALLEL,241.992,500000
Gaussian,PDF,64,50000,64,WORK_STEALING,1020.536,500000
LogNormal,CDF,64,10000,4096,WORK_STEALING,3895.93,500000
LogNormal,LogPDF,64,64,128,WORK_STEALING,1043.949,500000
LogNormal,PDF,64,25000,512,WORK_STEALING,2091.19,500000
NegBinomial,CDF,128,128,64,VECTORIZED,104093.892,500000
NegBinomial,LogPDF,64,,128,VECTORIZED,21280.288,500000
NegBinomial,PDF,64,,256,VECTORIZED,28074.072,500000
Pareto,CDF,64,150000,128,WORK_STEALING,2639.849,500000
Pareto,LogPDF,64,128,128,WORK_STEALING,1227.06,500000
Pareto,PDF,64,50000,64,WORK_STEALING,2124.764,500000
Poisson,CDF,64,64,512,WORK_STEALING,7224.163,500000
Poisson,LogPDF,64,64,64,WORK_STEALING,1542.593,500000
Poisson,PDF,64,64,128,WORK_STEALING,2906.996,500000
Rayleigh,CDF,64,25000,4096,WORK_STEALING,868.976,500000
Rayleigh,LogPDF,64,64,4096,WORK_STEALING,1088.563,500000
Rayleigh,PDF,64,50000,1024,WORK_STEALING,2261.628,500000
StudentT,CDF,64,64,128,WORK_STEALING,14615.396,500000
StudentT,LogPDF,64,25000,64,WORK_STEALING,1612.053,500000
StudentT,PDF,64,50000,512,WORK_STEALING,2014.033,500000
Uniform,CDF,64,64,64,WORK_STEALING,641.074,500000
Uniform,LogPDF,64,256,2048,VECTORIZED,452.617,500000
Uniform,PDF,64,128,128,VECTORIZED,292.804,500000
VonMises,CDF,256,64,256,WORK_STEALING,1332593.727,500000
VonMises,LogPDF,64,400000,4096,WORK_STEALING,1593.627,500000
VonMises,PDF,64,200000,4096,WORK_STEALING,2625.904,500000
Weibull,CDF,64,50000,128,WORK_STEALING,3251.216,500000
Weibull,LogPDF,64,25000,4096,WORK_STEALING,1892.418,500000
Weibull,PDF,64,50000,128,WORK_STEALING,3359.745,500000
