distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,64,VECTORIZED,3.841,11.122,2.896
Beta,CDF,128,WORK_STEALING,7.739,16.455,2.126
Beta,CDF,256,WORK_STEALING,15.02,44.245,2.946
Beta,CDF,512,PARALLEL,29.648,62.722,2.116
Beta,CDF,1024,WORK_STEALING,59.975,126.747,2.113
Beta,CDF,2048,VECTORIZED,125.574,258.059,2.055
Beta,CDF,4096,WORK_STEALING,93.812,556.436,5.931
Beta,CDF,6144,WORK_STEALING,193.556,795.9,4.112
Beta,CDF,8192,WORK_STEALING,211.711,1093.61,5.166
Beta,CDF,10000,WORK_STEALING,251.372,1286.134,5.116
Beta,CDF,25000,WORK_STEALING,438.272,3323.902,7.584
Beta,CDF,50000,WORK_STEALING,719.85,6720.744,9.336
Beta,CDF,75000,WORK_STEALING,1206.104,10912.82,9.048
Beta,CDF,100000,WORK_STEALING,1391.734,13471.76,9.68
Beta,CDF,150000,WORK_STEALING,2195.173,20186.87,9.196
Beta,CDF,200000,WORK_STEALING,2561.6,26152.268,10.209
Beta,CDF,250000,WORK_STEALING,3069.956,32632.872,10.63
Beta,CDF,300000,WORK_STEALING,3988.174,39876.463,9.999
Beta,CDF,400000,WORK_STEALING,5457.357,53142.283,9.738
Beta,CDF,500000,WORK_STEALING,7050.039,64637.923,9.168
Beta,LogPDF,64,VECTORIZED,1.323,3.646,2.756
Beta,LogPDF,128,WORK_STEALING,2.111,7.233,3.426
Beta,LogPDF,256,VECTORIZED,4.485,19.83,4.421
Beta,LogPDF,512,PARALLEL,8.568,29.723,3.469
Beta,LogPDF,1024,VECTORIZED,16.886,58.577,3.469
Beta,LogPDF,2048,PARALLEL,31.159,115.599,3.71
Beta,LogPDF,4096,VECTORIZED,62.787,241.079,3.84
Beta,LogPDF,6144,WORK_STEALING,97.947,368.091,3.758
Beta,LogPDF,8192,PARALLEL,129.748,599.608,4.621
Beta,LogPDF,10000,PARALLEL,160.702,566.065,3.522
Beta,LogPDF,25000,WORK_STEALING,394.182,1494.345,3.791
Beta,LogPDF,50000,PARALLEL,851.121,3006.11,3.532
Beta,LogPDF,75000,WORK_STEALING,1299.478,4784.732,3.682
Beta,LogPDF,100000,PARALLEL,1650.32,6295.394,3.815
Beta,LogPDF,150000,PARALLEL,2447.281,9291.424,3.797
Beta,LogPDF,200000,WORK_STEALING,3188.54,12134.584,3.806
Beta,LogPDF,250000,PARALLEL,4056.322,14883.356,3.669
Beta,LogPDF,300000,PARALLEL,4989.551,17895.872,3.587
Beta,LogPDF,400000,PARALLEL,6942.731,23874.23,3.439
Beta,LogPDF,500000,PARALLEL,8289.676,30030.655,3.623
Beta,PDF,64,VECTORIZED,2.064,4.222,2.046
Beta,PDF,128,VECTORIZED,2.371,11.981,5.053
Beta,PDF,256,VECTORIZED,4.573,16.807,3.675
Beta,PDF,512,WORK_STEALING,9.492,34.446,3.629
Beta,PDF,1024,PARALLEL,18.699,66.665,3.565
Beta,PDF,2048,PARALLEL,34.847,138.313,3.969
Beta,PDF,4096,WORK_STEALING,69.983,269.084,3.845
Beta,PDF,6144,PARALLEL,108.997,414.215,3.8
Beta,PDF,8192,WORK_STEALING,145.512,544.254,3.74
Beta,PDF,10000,PARALLEL,173.328,671.881,3.876
Beta,PDF,25000,PARALLEL,442.167,1728.918,3.91
Beta,PDF,50000,PARALLEL,888.578,3385.445,3.81
Beta,PDF,75000,WORK_STEALING,1325.392,5642.439,4.257
Beta,PDF,100000,WORK_STEALING,1879.682,7064.555,3.758
Beta,PDF,150000,WORK_STEALING,2860.744,10500.051,3.67
Beta,PDF,200000,VECTORIZED,3737.485,15414.297,4.124
Beta,PDF,250000,WORK_STEALING,4524.288,17413.405,3.849
Beta,PDF,300000,PARALLEL,5439.705,20766.017,3.817
Beta,PDF,400000,WORK_STEALING,7528.098,27380.403,3.637
Beta,PDF,500000,WORK_STEALING,9119.25,34667.952,3.802
Binomial,CDF,64,PARALLEL,17.125,17.464,1.02
Binomial,CDF,128,SCALAR,34.077,34.077,1.0
Binomial,CDF,256,VECTORIZED,68.218,68.293,1.001
Binomial,CDF,512,SCALAR,137.346,137.346,1.0
Binomial,CDF,1024,PARALLEL,274.451,360.649,1.314
Binomial,CDF,2048,WORK_STEALING,553.77,566.589,1.023
Binomial,CDF,4096,SCALAR,1122.561,1122.561,1.0
Binomial,CDF,6144,VECTORIZED,1723.412,1735.096,1.007
Binomial,CDF,8192,SCALAR,2219.692,2219.692,1.0
Binomial,CDF,10000,SCALAR,2708.704,2708.704,1.0
Binomial,CDF,25000,SCALAR,7051.354,7051.354,1.0
Binomial,CDF,50000,VECTORIZED,13557.865,13572.432,1.001
Binomial,CDF,75000,SCALAR,19921.299,19921.299,1.0
Binomial,CDF,100000,VECTORIZED,25997.782,26550.934,1.021
Binomial,CDF,150000,VECTORIZED,40690.134,41006.974,1.008
Binomial,CDF,200000,VECTORIZED,52740.057,53164.478,1.008
Binomial,CDF,250000,VECTORIZED,67775.133,67805.255,1.0
