distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,64,WORK_STEALING,4.053,8.9,2.196
Beta,CDF,128,WORK_STEALING,8.694,25.082,2.885
Beta,CDF,256,PARALLEL,15.267,32.653,2.139
Beta,CDF,512,PARALLEL,33.178,86.557,2.609
Beta,CDF,1024,PARALLEL,66.394,138.16,2.081
Beta,CDF,2048,WORK_STEALING,138.315,297.091,2.148
Beta,CDF,4096,WORK_STEALING,133.494,684.405,5.127
Beta,CDF,6144,WORK_STEALING,190.767,912.654,4.784
Beta,CDF,8192,PARALLEL,252.011,1387.249,5.505
Beta,CDF,10000,WORK_STEALING,227.185,1486.526,6.543
Beta,CDF,25000,WORK_STEALING,434.043,3760.746,8.664
Beta,CDF,50000,WORK_STEALING,1005.297,7847.137,7.806
Beta,CDF,75000,WORK_STEALING,1116.239,11524.22,10.324
Beta,CDF,100000,WORK_STEALING,1639.643,15233.025,9.29
Beta,CDF,150000,WORK_STEALING,2106.0,23001.836,10.922
Beta,CDF,200000,WORK_STEALING,3231.882,32747.497,10.133
Beta,CDF,250000,WORK_STEALING,3852.276,38601.868,10.021
Beta,CDF,300000,WORK_STEALING,5346.251,46340.187,8.668
Beta,CDF,400000,WORK_STEALING,5734.523,67863.0,11.834
Beta,CDF,500000,WORK_STEALING,7300.263,76514.398,10.481
Beta,CDF,750000,WORK_STEALING,11544.688,117230.832,10.155
Beta,CDF,1000000,WORK_STEALING,19210.15,162842.247,8.477
Beta,CDF,1500000,WORK_STEALING,24500.522,234238.263,9.561
Beta,CDF,2000000,WORK_STEALING,30502.339,316414.372,10.373
Beta,LogPDF,64,WORK_STEALING,1.526,5.581,3.657
Beta,LogPDF,128,WORK_STEALING,3.239,10.58,3.266
Beta,LogPDF,256,PARALLEL,5.363,15.704,2.928
Beta,LogPDF,512,PARALLEL,8.686,31.705,3.65
Beta,LogPDF,1024,VECTORIZED,17.983,63.183,3.513
Beta,LogPDF,2048,VECTORIZED,34.952,128.743,3.683
Beta,LogPDF,4096,WORK_STEALING,68.982,285.777,4.143
Beta,LogPDF,6144,WORK_STEALING,104.696,387.119,3.698
Beta,LogPDF,8192,PARALLEL,148.35,596.113,4.018
Beta,LogPDF,10000,PARALLEL,171.489,701.672,4.092
Beta,LogPDF,25000,WORK_STEALING,466.108,1687.421,3.62
Beta,LogPDF,50000,PARALLEL,992.903,3576.143,3.602
Beta,LogPDF,75000,WORK_STEALING,1390.225,5128.367,3.689
Beta,LogPDF,100000,WORK_STEALING,1864.002,6894.835,3.699
Beta,LogPDF,150000,VECTORIZED,2962.287,10519.006,3.551
Beta,LogPDF,200000,PARALLEL,3888.844,14271.014,3.67
Beta,LogPDF,250000,PARALLEL,4865.461,17688.911,3.636
Beta,LogPDF,300000,VECTORIZED,6375.241,21411.856,3.359
Beta,LogPDF,400000,WORK_STEALING,7922.639,27868.26,3.518
Beta,LogPDF,500000,PARALLEL,10003.886,35204.562,3.519
Beta,LogPDF,750000,WORK_STEALING,15725.767,55342.051,3.519
Beta,LogPDF,1000000,WORK_STEALING,20637.251,73184.13,3.546
Beta,LogPDF,1500000,PARALLEL,29871.254,104888.148,3.511
Beta,LogPDF,2000000,WORK_STEALING,42049.795,139165.343,3.31
Beta,PDF,64,VECTORIZED,1.678,4.626,2.757
Beta,PDF,128,PARALLEL,2.605,13.591,5.217
Beta,PDF,256,PARALLEL,5.893,18.165,3.082
Beta,PDF,512,VECTORIZED,9.638,39.168,4.064
Beta,PDF,1024,PARALLEL,19.966,76.208,3.817
Beta,PDF,2048,WORK_STEALING,38.761,160.253,4.134
Beta,PDF,4096,WORK_STEALING,94.756,298.329,3.148
Beta,PDF,6144,PARALLEL,118.982,471.542,3.963
Beta,PDF,8192,WORK_STEALING,183.955,649.439,3.53
Beta,PDF,10000,WORK_STEALING,205.2,794.736,3.873
Beta,PDF,25000,WORK_STEALING,536.916,1914.001,3.565
Beta,PDF,50000,PARALLEL,1041.763,3852.721,3.698
Beta,PDF,75000,PARALLEL,1583.1,6552.807,4.139
Beta,PDF,100000,PARALLEL,2089.863,8353.127,3.997
Beta,PDF,150000,WORK_STEALING,3145.182,12143.169,3.861
Beta,PDF,200000,WORK_STEALING,4246.186,16974.873,3.998
Beta,PDF,250000,WORK_STEALING,5742.19,20698.614,3.605
Beta,PDF,300000,WORK_STEALING,6464.614,25718.558,3.978
Beta,PDF,400000,PARALLEL,8576.073,32003.834,3.732
Beta,PDF,500000,WORK_STEALING,11328.315,40849.121,3.606
Beta,PDF,750000,PARALLEL,16548.261,61070.02,3.69
Beta,PDF,1000000,PARALLEL,22121.657,83004.681,3.752
Beta,PDF,1500000,WORK_STEALING,33651.32,132963.529,3.951
Beta,PDF,2000000,WORK_STEALING,44969.26,163486.77,3.636
Binomial,CDF,64,VECTORIZED,14.768,14.801,1.002
Binomial,CDF,128,VECTORIZED,29.209,29.26,1.002
Binomial,CDF,256,VECTORIZED,58.741,59.58,1.014
Binomial,CDF,512,WORK_STEALING,121.661,123.787,1.017
Binomial,CDF,1024,WORK_STEALING,235.2,243.929,1.037
Binomial,CDF,2048,SCALAR,478.447,478.447,1.0
Binomial,CDF,4096,SCALAR,974.413,974.413,1.0
Binomial,CDF,6144,VECTORIZED,1418.234,1428.894,1.008
Binomial,CDF,8192,SCALAR,1895.326,1895.326,1.0
Binomial,CDF,10000,SCALAR,2316.977,2316.977,1.0
Binomial,CDF,25000,SCALAR,5829.116,5829.116,1.0
Binomial,CDF,50000,SCALAR,11927.73,11927.73,1.0
Binomial,CDF,75000,VECTORIZED,17486.909,17549.797,1.004
Binomial,CDF,100000,SCALAR,23718.754,23718.754,1.0
Binomial,CDF,150000,VECTORIZED,35023.813,35365.457,1.01
Binomial,CDF,200000,SCALAR,46665.331,46665.331,1.0
Binomial,CDF,250000,SCALAR,58924.945,58924.945,1.0
Binomial,CDF,300000,VECTORIZED,71144.986,71332.263,1.003
Binomial,CDF,400000,SCALAR,94205.935,94205.935,1.0
Binomial,CDF,500000,SCALAR,118712.714,118712.714,1.0
Binomial,CDF,750000,SCALAR,178070.408,178070.408,1.0
Binomial,CDF,1000000,VECTORIZED,238798.423,242129.342,1.014
Binomial,CDF,1500000,VECTORIZED,355017.169,361701.07,1.019
Binomial,CDF,2000000,VECTORIZED,478537.178,482316.887,1.008
Binomial,LogPDF,64,VECTORIZED,2.55,5.23,2.051
Binomial,LogPDF,128,VECTORIZED,4.988,10.061,2.017
Binomial,LogPDF,256,VECTORIZED,9.333,19.911,2.133
Binomial,LogPDF,512,VECTORIZED,18.801,40.075,2.132
Binomial,LogPDF,1024,VECTORIZED,37.787,78.911,2.088
Binomial,LogPDF,2048,VECTORIZED,78.612,158.907,2.021
Binomial,LogPDF,4096,VECTORIZED,152.663,333.058,2.182
Binomial,LogPDF,6144,VECTORIZED,230.284,482.296,2.094
Binomial,LogPDF,8192,VECTORIZED,307.26,648.759,2.111
Binomial,LogPDF,10000,VECTORIZED,383.193,801.508,2.092
Binomial,LogPDF,25000,VECTORIZED,967.344,1967.935,2.034
Binomial,LogPDF,50000,VECTORIZED,2084.047,4140.15,1.987
Binomial,LogPDF,75000,VECTORIZED,2947.447,5936.581,2.014
Binomial,LogPDF,100000,VECTORIZED,3834.218,8186.409,2.135
Binomial,LogPDF,150000,VECTORIZED,5795.384,12127.826,2.093
Binomial,LogPDF,200000,VECTORIZED,7791.596,15900.866,2.041
Binomial,LogPDF,250000,VECTORIZED,9721.613,20242.141,2.082
Binomial,LogPDF,300000,VECTORIZED,13507.86,25746.267,1.906
Binomial,LogPDF,400000,VECTORIZED,15816.305,32170.456,2.034
Binomial,LogPDF,500000,VECTORIZED,19487.194,40352.106,2.071
Binomial,LogPDF,750000,VECTORIZED,30605.229,60533.477,1.978
Binomial,LogPDF,1000000,VECTORIZED,38952.155,81410.115,2.09
Binomial,LogPDF,1500000,VECTORIZED,62626.554,127878.23,2.042
Binomial,LogPDF,2000000,VECTORIZED,80552.4,162415.913,2.016
Binomial,PDF,64,VECTORIZED,3.24,6.123,1.89
Binomial,PDF,128,VECTORIZED,6.363,12.284,1.931
Binomial,PDF,256,VECTORIZED,12.273,24.188,1.971
Binomial,PDF,512,VECTORIZED,32.934,48.87,1.484
Binomial,PDF,1024,VECTORIZED,50.799,95.769,1.885
Binomial,PDF,2048,VECTORIZED,103.308,202.934,1.964
Binomial,PDF,4096,VECTORIZED,209.204,410.831,1.964
Binomial,PDF,6144,VECTORIZED,306.104,589.77,1.927
Binomial,PDF,8192,VECTORIZED,416.77,818.836,1.965
Binomial,PDF,10000,VECTORIZED,492.039,949.803,1.93
Binomial,PDF,25000,VECTORIZED,1239.409,2377.421,1.918
Binomial,PDF,50000,VECTORIZED,2561.752,4882.338,1.906
Binomial,PDF,75000,VECTORIZED,3769.918,7258.582,1.925
Binomial,PDF,100000,VECTORIZED,5089.734,9793.729,1.924
Binomial,PDF,150000,VECTORIZED,7951.546,14810.892,1.863
Binomial,PDF,200000,VECTORIZED,9990.903,19436.725,1.945
Binomial,PDF,250000,VECTORIZED,13194.992,24548.2,1.86
Binomial,PDF,300000,VECTORIZED,15347.801,30002.117,1.955
Binomial,PDF,400000,VECTORIZED,20671.449,39106.74,1.892
Binomial,PDF,500000,VECTORIZED,25903.896,48958.514,1.89
Binomial,PDF,750000,VECTORIZED,37537.763,74172.235,1.976
Binomial,PDF,1000000,VECTORIZED,53101.279,98971.687,1.864
Binomial,PDF,1500000,VECTORIZED,83551.644,171387.763,2.051
Binomial,PDF,2000000,VECTORIZED,100351.519,195991.822,1.953
ChiSquared,CDF,64,PARALLEL,3.593,10.359,2.883
ChiSquared,CDF,128,PARALLEL,7.071,22.786,3.222
ChiSquared,CDF,256,PARALLEL,15.065,30.007,1.992
ChiSquared,CDF,512,WORK_STEALING,31.086,60.264,1.939
ChiSquared,CDF,1024,VECTORIZED,74.583,128.513,1.723
ChiSquared,CDF,2048,WORK_STEALING,134.496,249.317,1.854
ChiSquared,CDF,4096,WORK_STEALING,146.632,516.159,3.52
ChiSquared,CDF,6144,WORK_STEALING,162.844,761.396,4.676
ChiSquared,CDF,8192,WORK_STEALING,219.9,1096.238,4.985
ChiSquared,CDF,10000,WORK_STEALING,248.988,1257.912,5.052
ChiSquared,CDF,25000,WORK_STEALING,468.276,3236.842,6.912
ChiSquared,CDF,50000,WORK_STEALING,898.783,6599.855,7.343
ChiSquared,CDF,75000,WORK_STEALING,1195.346,9730.632,8.14
ChiSquared,CDF,100000,WORK_STEALING,1632.318,13306.163,8.152
