distribution,operation,scalar_to_vectorized,vectorized_to_parallel,parallel_to_work_stealing,best_strategy_at_max_size,best_time_us_at_max_size,max_batch_size
Beta,CDF,64,64,64,WORK_STEALING,30502.339,2000000
Beta,LogPDF,64,64,64,WORK_STEALING,42049.795,2000000
Beta,PDF,64,128,512,WORK_STEALING,44969.26,2000000
Binomial,CDF,64,512,64,VECTORIZED,478537.178,2000000
Binomial,LogPDF,64,,,VECTORIZED,80552.4,2000000
Binomial,PDF,64,,64,VECTORIZED,100351.519,2000000
ChiSquared,CDF,64,64,512,WORK_STEALING,30314.998,2000000
ChiSquared,LogPDF,64,64,2048,WORK_STEALING,4642.712,2000000
ChiSquared,PDF,64,25000,128,WORK_STEALING,10949.226,2000000
Discrete,CDF,64,1024,128,WORK_STEALING,1934.187,2000000
Discrete,LogPDF,64,50000,64,WORK_STEALING,2086.141,2000000
Discrete,PDF,64,50000,128,WORK_STEALING,1773.407,2000000
Exponential,CDF,64,50000,512,WORK_STEALING,4327.129,2000000
Exponential,LogPDF,64,64,2048,WORK_STEALING,1821.957,2000000
Exponential,PDF,64,25000,64,WORK_STEALING,3952.521,2000000
Gamma,CDF,64,64,512,WORK_STEALING,30861.091,2000000
Gamma,LogPDF,64,64,512,WORK_STEALING,4616.297,2000000
Gamma,PDF,64,10000,128,WORK_STEALING,9588.62,2000000
Gaussian,CDF,64,25000,256,WORK_STEALING,13329.729,2000000
Gaussian,LogPDF,64,64,128,WORK_STEALING,1845.731,2000000
Gaussian,PDF,64,50000,128,WORK_STEALING,4036.757,2000000
LogNormal,CDF,64,10000,256,WORK_STEALING,17431.706,2000000
LogNormal,LogPDF,64,64,512,WORK_STEALING,5156.246,2000000
LogNormal,PDF,64,10000,512,WORK_STEALING,10550.966,2000000
NegBinomial,CDF,64,64,,SCALAR,370119.307,2000000
NegBinomial,LogPDF,64,,1024,VECTORIZED,68849.43,2000000
NegBinomial,PDF,64,,512,VECTORIZED,89569.804,2000000
Pareto,CDF,64,100000,64,WORK_STEALING,11953.361,2000000
Pareto,LogPDF,64,512,4096,WORK_STEALING,5586.019,2000000
Pareto,PDF,64,25000,64,WORK_STEALING,8811.564,2000000
Poisson,CDF,128,64,64,WORK_STEALING,47428.434,2000000
Poisson,LogPDF,64,64,64,WORK_STEALING,7888.715,2000000
Poisson,PDF,64,64,128,WORK_STEALING,14885.548,2000000
Rayleigh,CDF,64,50000,4096,WORK_STEALING,4440.738,2000000
Rayleigh,LogPDF,64,64,4096,WORK_STEALING,4870.723,2000000
Rayleigh,PDF,64,25000,128,WORK_STEALING,10219.464,2000000
StudentT,CDF,64,64,512,WORK_STEALING,71028.442,2000000
StudentT,LogPDF,64,25000,2048,WORK_STEALING,6877.877,2000000
StudentT,PDF,64,25000,256,WORK_STEALING,10704.571,2000000
Uniform,CDF,64,64,64,WORK_STEALING,3278.306,2000000
Uniform,LogPDF,64,128,2048,VECTORIZED,2371.122,2000000
Uniform,PDF,64,128,64,VECTORIZED,2143.353,2000000
VonMises,CDF,256,64,128,WORK_STEALING,4602951.571,2000000
VonMises,LogPDF,64,400000,64,WORK_STEALING,5751.967,2000000
VonMises,PDF,64,100000,64,WORK_STEALING,8887.952,2000000
Weibull,CDF,64,50000,256,WORK_STEALING,14611.189,2000000
Weibull,LogPDF,64,10000,2048,WORK_STEALING,10311.556,2000000
Weibull,PDF,64,75000,512,WORK_STEALING,15257.446,2000000
