distribution,operation,scalar_to_vectorized,vectorized_to_parallel,parallel_to_work_stealing,best_strategy_at_max_size,best_time_us_at_max_size,max_batch_size
Beta,CDF,8,5000,32,WORK_STEALING,13088.209,500000
Beta,LogPDF,16,16,8,PARALLEL,12233.452,500000
Beta,PDF,16,32,8,PARALLEL,13687.234,500000
Binomial,CDF,8,16,256,PARALLEL,179309.161,500000
Binomial,LogPDF,8,,64,VECTORIZED,34675.355,500000
Binomial,PDF,8,,16,VECTORIZED,47574.516,500000
ChiSquared,CDF,16,8,32,WORK_STEALING,7455.519,500000
ChiSquared,LogPDF,16,8,8,WORK_STEALING,1269.829,500000
ChiSquared,PDF,8,8,16,WORK_STEALING,2960.013,500000
Discrete,CDF,8,8,16,WORK_STEALING,697.796,500000
Discrete,LogPDF,8,500000,8,PARALLEL,847.743,500000
Discrete,PDF,8,500000,8,WORK_STEALING,424.131,500000
Exponential,CDF,8,8,32,WORK_STEALING,1157.332,500000
Exponential,LogPDF,8,8,8,WORK_STEALING,311.826,500000
Exponential,PDF,8,8,16,WORK_STEALING,1435.567,500000
Gamma,CDF,8,8,16,WORK_STEALING,7491.458,500000
Gamma,LogPDF,16,8,8,WORK_STEALING,1953.318,500000
Gamma,PDF,8,8,16,WORK_STEALING,2502.374,500000
Gaussian,CDF,8,20000,32,WORK_STEALING,3147.024,500000
Gaussian,LogPDF,8,8,32,PARALLEL,204.661,500000
Gaussian,PDF,8,8,16,WORK_STEALING,1226.366,500000
LogNormal,CDF,8,8,32,WORK_STEALING,5152.433,500000
LogNormal,LogPDF,16,8,64,WORK_STEALING,1317.359,500000
LogNormal,PDF,8,8,64,WORK_STEALING,3328.268,500000
NegBinomial,CDF,8,8,32,PARALLEL,148848.265,500000
NegBinomial,LogPDF,8,,128,VECTORIZED,32503.476,500000
NegBinomial,PDF,8,,16,VECTORIZED,42000.186,500000
Pareto,CDF,8,500000,256,WORK_STEALING,3582.843,500000
Pareto,LogPDF,8,250000,128,WORK_STEALING,1395.024,500000
Pareto,PDF,8,250000,128,WORK_STEALING,2822.024,500000
Poisson,CDF,128,32,16,WORK_STEALING,8414.77,500000
Poisson,LogPDF,8,8,32,WORK_STEALING,2018.241,500000
Poisson,PDF,8,20000,32,WORK_STEALING,3400.981,500000
Rayleigh,CDF,8,8,32,WORK_STEALING,1877.12,500000
Rayleigh,LogPDF,16,8,64,WORK_STEALING,1572.839,500000
Rayleigh,PDF,8,8,256,WORK_STEALING,3315.974,500000
StudentT,CDF,8,16,8,WORK_STEALING,103761.6,500000
StudentT,LogPDF,8,8,8,PARALLEL,2314.609,500000
StudentT,PDF,8,500000,16,PARALLEL,4268.029,500000
Uniform,CDF,8,8,16,WORK_STEALING,648.279,500000
Uniform,LogPDF,8,,8,VECTORIZED,353.812,500000
Uniform,PDF,8,,8,VECTORIZED,392.97,500000
VonMises,CDF,8,64,8,WORK_STEALING,1639332.701,500000
VonMises,LogPDF,8,,128,WORK_STEALING,2127.625,500000
VonMises,PDF,8,500000,2000,WORK_STEALING,3745.105,500000
Weibull,CDF,8,500000,64,WORK_STEALING,4013.768,500000
Weibull,LogPDF,8,8,1000,WORK_STEALING,2548.908,500000
Weibull,PDF,8,8,32,WORK_STEALING,4798.911,500000
