distribution,operation,scalar_to_vectorized,vectorized_to_parallel,parallel_to_work_stealing,best_strategy_at_max_size,best_time_us_at_max_size,max_batch_size
Beta,CDF,8,10000,128,PARALLEL,3889.1,500000
Beta,LogPDF,64,128,5000,PARALLEL,2566.9,500000
Beta,PDF,64,16,8,WORK_STEALING,2900.7,500000
Binomial,CDF,16,64,128,WORK_STEALING,30550.2,500000
Binomial,LogPDF,32,10000,8,VECTORIZED,40987.3,500000
Binomial,PDF,8,,8,VECTORIZED,45319.2,500000
ChiSquared,CDF,32,8,32,PARALLEL,5335.0,500000
ChiSquared,LogPDF,8,16,8,PARALLEL,715.4,500000
ChiSquared,PDF,8,16,16,PARALLEL,1053.4,500000
Discrete,CDF,8,32,8,WORK_STEALING,239.0,500000
Discrete,LogPDF,8,250000,128,PARALLEL,236.8,500000
Discrete,PDF,16,32,8,WORK_STEALING,230.7,500000
Exponential,CDF,16,8,64,PARALLEL,462.3,500000
Exponential,LogPDF,8,16,512,PARALLEL,183.7,500000
Exponential,PDF,8,500000,5000,PARALLEL,430.8,500000
Gamma,CDF,32,8,128,PARALLEL,5935.3,500000
Gamma,LogPDF,32,16,512,WORK_STEALING,630.2,500000
Gamma,PDF,8,100000,256,PARALLEL,1113.9,500000
Gaussian,CDF,16,8,512,WORK_STEALING,674.7,500000
Gaussian,LogPDF,16,8,10000,VECTORIZED,140.6,500000
Gaussian,PDF,8,250000,10000,VECTORIZED,394.5,500000
LogNormal,CDF,32,16,8,PARALLEL,1594.1,500000
LogNormal,LogPDF,32,50000,16,PARALLEL,731.9,500000
LogNormal,PDF,8,16,128,PARALLEL,1100.8,500000
NegBinomial,CDF,32,16,8,PARALLEL,39162.8,500000
NegBinomial,LogPDF,8,2000,64,VECTORIZED,36565.7,500000
NegBinomial,PDF,8,32,8,VECTORIZED,44963.0,500000
Pareto,CDF,8,,128,VECTORIZED,954.4,500000
Pareto,LogPDF,16,,256,WORK_STEALING,540.2,500000
Pareto,PDF,8,,1000,VECTORIZED,917.0,500000
Poisson,CDF,32,16,512,PARALLEL,6701.3,500000
Poisson,LogPDF,8,50000,8,PARALLEL,799.8,500000
Poisson,PDF,8,10000,32,PARALLEL,1389.0,500000
Rayleigh,CDF,8,16,512,PARALLEL,462.4,500000
Rayleigh,LogPDF,8,16,128,PARALLEL,580.0,500000
Rayleigh,PDF,8,16,512,PARALLEL,1018.8,500000
StudentT,CDF,16,128,8,VECTORIZED,69885.9,500000
StudentT,LogPDF,8,,256,VECTORIZED,610.1,500000
StudentT,PDF,8,,512,VECTORIZED,869.2,500000
Uniform,CDF,8,256,128,PARALLEL,468.6,500000
Uniform,LogPDF,8,1000,2000,PARALLEL,539.6,500000
Uniform,PDF,8,50000,2000,PARALLEL,500.1,500000
VonMises,CDF,8,32,256,WORK_STEALING,483031.1,500000
VonMises,LogPDF,16,50000,128,PARALLEL,897.0,500000
VonMises,PDF,16,50000,8,PARALLEL,1290.1,500000
Weibull,CDF,16,,100000,VECTORIZED,1226.2,500000
Weibull,LogPDF,16,250000,64,WORK_STEALING,961.7,500000
Weibull,PDF,8,250000,512,PARALLEL,1644.7,500000
