distribution,operation,scalar_to_vectorized,vectorized_to_parallel,parallel_to_work_stealing,best_strategy_at_max_size,best_time_us_at_max_size,max_batch_size
Beta,CDF,64,256,64,WORK_STEALING,3333.875,500000
Beta,LogPDF,64,128,10000,WORK_STEALING,4674.209,500000
Beta,PDF,64,64,256,PARALLEL,5612.334,500000
Binomial,CDF,128,64,2048,SCALAR,66329.5,500000
Binomial,LogPDF,64,,128,VECTORIZED,10851.0,500000
Binomial,PDF,64,,64,VECTORIZED,12524.834,500000
ChiSquared,CDF,64,64,128,WORK_STEALING,4119.5,500000
ChiSquared,LogPDF,64,64,256,PARALLEL,512.666,500000
ChiSquared,PDF,64,8192,2048,WORK_STEALING,865.417,500000
Discrete,CDF,64,,1024,VECTORIZED,274.375,500000
Discrete,LogPDF,64,50000,1024,PARALLEL,231.959,500000
Discrete,PDF,64,50000,2048,PARALLEL,171.542,500000
Exponential,CDF,64,25000,512,PARALLEL,455.666,500000
Exponential,LogPDF,64,64,1024,PARALLEL,121.375,500000
Exponential,PDF,64,50000,64,PARALLEL,436.834,500000
Gamma,CDF,64,64,64,WORK_STEALING,4080.667,500000
Gamma,LogPDF,64,64,128,PARALLEL,556.75,500000
Gamma,PDF,64,50000,64,PARALLEL,1566.125,500000
Gaussian,CDF,64,,1024,VECTORIZED,1013.042,500000
Gaussian,LogPDF,64,64,1024,PARALLEL,116.458,500000
Gaussian,PDF,64,25000,2048,PARALLEL,388.333,500000
LogNormal,CDF,64,,256,VECTORIZED,2204.875,500000
LogNormal,LogPDF,64,64,2048,PARALLEL,593.917,500000
LogNormal,PDF,64,25000,128,WORK_STEALING,919.833,500000
NegBinomial,CDF,128,256,128,VECTORIZED,48545.958,500000
NegBinomial,LogPDF,64,,128,VECTORIZED,13951.416,500000
NegBinomial,PDF,64,,128,VECTORIZED,13875.709,500000
Pareto,CDF,64,50000,512,PARALLEL,1078.584,500000
Pareto,LogPDF,64,50000,2048,WORK_STEALING,655.208,500000
Pareto,PDF,64,50000,256,WORK_STEALING,1245.917,500000
Poisson,CDF,64,128,128,WORK_STEALING,5734.541,500000
Poisson,LogPDF,64,1024,1024,WORK_STEALING,940.333,500000
Poisson,PDF,64,6144,512,WORK_STEALING,1279.209,500000
Rayleigh,CDF,64,64,1024,PARALLEL,408.5,500000
Rayleigh,LogPDF,64,128,512,WORK_STEALING,642.667,500000
Rayleigh,PDF,64,25000,1024,WORK_STEALING,939.959,500000
StudentT,CDF,64,64,256,WORK_STEALING,8571.75,500000
StudentT,LogPDF,64,25000,64,WORK_STEALING,874.417,500000
StudentT,PDF,64,25000,2048,WORK_STEALING,1207.959,500000
Uniform,CDF,64,64,256,PARALLEL,530.625,500000
Uniform,LogPDF,64,,1024,VECTORIZED,88.375,500000
Uniform,PDF,64,,1024,VECTORIZED,89.5,500000
VonMises,CDF,64,64,128,WORK_STEALING,516571.667,500000
VonMises,LogPDF,64,300000,128,WORK_STEALING,868.834,500000
VonMises,PDF,64,100000,2048,WORK_STEALING,1176.541,500000
Weibull,CDF,64,75000,2048,WORK_STEALING,1787.375,500000
Weibull,LogPDF,64,25000,2048,WORK_STEALING,1519.917,500000
Weibull,PDF,64,25000,256,WORK_STEALING,1803.041,500000
