distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,8,VECTORIZED,1.373,2.32,1.69
Beta,CDF,16,VECTORIZED,2.53,4.581,1.811
Beta,CDF,32,VECTORIZED,4.534,8.479,1.87
Beta,CDF,64,VECTORIZED,8.09,15.476,1.913
Beta,CDF,128,VECTORIZED,18.1,34.743,1.92
Beta,CDF,256,VECTORIZED,36.742,71.171,1.937
Beta,CDF,512,VECTORIZED,69.026,134.484,1.948
Beta,CDF,1000,VECTORIZED,136.316,264.03,1.937
Beta,CDF,2000,VECTORIZED,276.497,533.739,1.93
Beta,CDF,5000,VECTORIZED,692.788,1328.97,1.918
Beta,CDF,10000,VECTORIZED,1390.809,2649.779,1.905
Beta,CDF,20000,VECTORIZED,2746.879,5291.231,1.926
Beta,CDF,50000,PARALLEL,4552.737,13050.172,2.866
Beta,CDF,100000,WORK_STEALING,4574.468,26247.522,5.738
Beta,CDF,250000,WORK_STEALING,10534.528,67477.782,6.405
Beta,CDF,500000,PARALLEL,19878.677,132927.056,6.687
Beta,LogPDF,8,SCALAR,0.841,0.841,1.0
Beta,LogPDF,16,VECTORIZED,1.456,1.672,1.148
Beta,LogPDF,32,VECTORIZED,2.335,3.248,1.391
Beta,LogPDF,64,VECTORIZED,4.469,6.391,1.43
Beta,LogPDF,128,VECTORIZED,5.315,13.04,2.453
Beta,LogPDF,256,VECTORIZED,9.58,25.888,2.702
Beta,LogPDF,512,VECTORIZED,20.05,50.704,2.529
Beta,LogPDF,1000,VECTORIZED,38.87,99.161,2.551
Beta,LogPDF,2000,VECTORIZED,76.158,200.034,2.627
Beta,LogPDF,5000,WORK_STEALING,195.71,499.296,2.551
Beta,LogPDF,10000,PARALLEL,393.052,1000.333,2.545
Beta,LogPDF,20000,WORK_STEALING,798.056,2006.259,2.514
Beta,LogPDF,50000,WORK_STEALING,1936.527,5004.829,2.584
Beta,LogPDF,100000,WORK_STEALING,3842.076,10086.273,2.625
Beta,LogPDF,250000,PARALLEL,10143.162,27057.845,2.668
Beta,LogPDF,500000,WORK_STEALING,19765.008,54155.472,2.74
Beta,PDF,8,SCALAR,0.983,0.983,1.0
Beta,PDF,16,VECTORIZED,1.69,1.864,1.103
Beta,PDF,32,VECTORIZED,2.542,3.705,1.458
Beta,PDF,64,VECTORIZED,5.136,7.234,1.408
Beta,PDF,128,VECTORIZED,6.292,15.251,2.424
Beta,PDF,256,VECTORIZED,11.151,30.044,2.694
Beta,PDF,512,VECTORIZED,23.352,58.824,2.519
Beta,PDF,1000,WORK_STEALING,45.281,115.302,2.546
Beta,PDF,2000,PARALLEL,88.774,231.25,2.605
Beta,PDF,5000,WORK_STEALING,228.409,577.984,2.53
Beta,PDF,10000,WORK_STEALING,460.014,1179.441,2.564
Beta,PDF,20000,WORK_STEALING,933.377,2321.813,2.488
Beta,PDF,50000,WORK_STEALING,2231.189,5912.635,2.65
Beta,PDF,100000,WORK_STEALING,4514.486,11841.987,2.623
Beta,PDF,250000,PARALLEL,11422.11,30255.606,2.649
Beta,PDF,500000,WORK_STEALING,23748.294,62832.217,2.646
Binomial,CDF,8,SCALAR,3.777,3.777,1.0
Binomial,CDF,16,VECTORIZED,7.516,7.527,1.001
Binomial,CDF,32,SCALAR,13.991,13.991,1.0
Binomial,CDF,64,VECTORIZED,30.096,30.241,1.005
Binomial,CDF,128,VECTORIZED,60.317,60.681,1.006
Binomial,CDF,256,VECTORIZED,120.616,120.732,1.001
Binomial,CDF,512,WORK_STEALING,241.405,244.636,1.013
Binomial,CDF,1000,VECTORIZED,470.916,471.227,1.001
Binomial,CDF,2000,WORK_STEALING,942.42,948.675,1.007
Binomial,CDF,5000,WORK_STEALING,2144.757,2354.973,1.098
Binomial,CDF,10000,WORK_STEALING,4448.392,4729.49,1.063
Binomial,CDF,20000,WORK_STEALING,8199.515,9637.184,1.175
Binomial,CDF,50000,PARALLEL,18951.51,24805.85,1.309
Binomial,CDF,100000,WORK_STEALING,37843.555,48403.618,1.279
Binomial,CDF,250000,WORK_STEALING,97768.888,121327.867,1.241
Binomial,CDF,500000,WORK_STEALING,193117.065,243015.071,1.258
Binomial,LogPDF,8,VECTORIZED,0.873,1.368,1.567
Binomial,LogPDF,16,VECTORIZED,1.618,2.643,1.633
Binomial,LogPDF,32,VECTORIZED,3.211,5.31,1.654
Binomial,LogPDF,64,VECTORIZED,6.149,10.298,1.675
Binomial,LogPDF,128,VECTORIZED,11.837,20.134,1.701
Binomial,LogPDF,256,VECTORIZED,24.113,40.224,1.668
Binomial,LogPDF,512,VECTORIZED,47.92,80.829,1.687
Binomial,LogPDF,1000,VECTORIZED,93.681,158.098,1.688
Binomial,LogPDF,2000,VECTORIZED,189.32,316.0,1.669
Binomial,LogPDF,5000,VECTORIZED,462.659,782.112,1.69
Binomial,LogPDF,10000,VECTORIZED,931.044,1586.99,1.705
Binomial,LogPDF,20000,VECTORIZED,1862.175,3153.996,1.694
Binomial,LogPDF,50000,VECTORIZED,4640.06,8081.876,1.742
Binomial,LogPDF,100000,VECTORIZED,9886.863,16893.767,1.709
Binomial,LogPDF,250000,VECTORIZED,24443.42,41492.004,1.697
Binomial,LogPDF,500000,VECTORIZED,47358.14,80458.408,1.699
