distribution,operation,scalar_to_vectorized,vectorized_to_parallel,parallel_to_work_stealing,best_strategy_at_max_size,best_time_us_at_max_size,max_batch_size
Beta,CDF,64,8192,64,PARALLEL,3755.2,500000
Beta,LogPDF,64,128,6144,PARALLEL,2729.7,500000
Beta,PDF,64,256,64,PARALLEL,2991.1,500000
Binomial,CDF,1024,512,256,PARALLEL,35942.9,500000
Binomial,LogPDF,64,8192,128,PARALLEL,38487.7,500000
Binomial,PDF,64,6144,64,PARALLEL,39030.9,500000
ChiSquared,CDF,128,64,1024,PARALLEL,5015.5,500000
ChiSquared,LogPDF,64,150000,128,PARALLEL,665.2,500000
ChiSquared,PDF,64,100000,128,PARALLEL,1020.5,500000
Discrete,CDF,64,50000,,PARALLEL,363.9,500000
Discrete,LogPDF,64,64,64,PARALLEL,280.3,500000
Discrete,PDF,64,64,128,PARALLEL,242.2,500000
Exponential,CDF,64,150000,64,PARALLEL,517.9,500000
Exponential,LogPDF,64,500000,10000,PARALLEL,181.7,500000
Exponential,PDF,64,150000,1024,PARALLEL,491.4,500000
Gamma,CDF,64,64,1024,PARALLEL,4688.4,500000
Gamma,LogPDF,64,150000,,PARALLEL,597.0,500000
Gamma,PDF,64,100000,64,PARALLEL,1053.4,500000
Gaussian,CDF,64,25000,256,PARALLEL,857.3,500000
Gaussian,LogPDF,64,400000,512,PARALLEL,159.4,500000
Gaussian,PDF,64,400000,1024,VECTORIZED,427.4,500000
LogNormal,CDF,64,25000,128,PARALLEL,1308.3,500000
LogNormal,LogPDF,64,100000,6144,PARALLEL,659.2,500000
LogNormal,PDF,64,150000,256,PARALLEL,1130.3,500000
NegBinomial,CDF,64,128,64,PARALLEL,38225.2,500000
NegBinomial,LogPDF,64,128,128,VECTORIZED,32624.2,500000
NegBinomial,PDF,64,8192,128,PARALLEL,36102.7,500000
Pareto,CDF,64,,512,VECTORIZED,996.5,500000
Pareto,LogPDF,64,,64,VECTORIZED,551.7,500000
Pareto,PDF,64,500000,128,PARALLEL,1036.5,500000
Poisson,CDF,512,2048,2048,PARALLEL,5858.8,500000
Poisson,LogPDF,64,25000,2048,PARALLEL,903.1,500000
Poisson,PDF,64,8192,2048,PARALLEL,1511.2,500000
Rayleigh,CDF,64,75000,4096,PARALLEL,528.9,500000
Rayleigh,LogPDF,64,150000,256,PARALLEL,536.7,500000
Rayleigh,PDF,64,150000,2048,PARALLEL,1122.9,500000
StudentT,CDF,64,64,128,WORK_STEALING,15191.0,500000
StudentT,LogPDF,64,400000,2048,VECTORIZED,792.3,500000
StudentT,PDF,64,,64,VECTORIZED,1294.7,500000
Uniform,CDF,64,256,2048,PARALLEL,426.1,500000
Uniform,LogPDF,64,50000,512,PARALLEL,496.7,500000
Uniform,PDF,64,50000,64,PARALLEL,449.0,500000
VonMises,CDF,128,64,256,PARALLEL,498366.9,500000
VonMises,LogPDF,64,50000,2048,PARALLEL,872.3,500000
VonMises,PDF,64,25000,,PARALLEL,1212.4,500000
Weibull,CDF,64,,512,VECTORIZED,1169.2,500000
Weibull,LogPDF,64,150000,256,PARALLEL,948.2,500000
Weibull,PDF,64,150000,128,PARALLEL,1614.4,500000
