distribution,operation,scalar_to_vectorized,vectorized_to_parallel,parallel_to_work_stealing,best_strategy_at_max_size,best_time_us_at_max_size,max_batch_size
Beta,CDF,64,6144,64,PARALLEL,14092.1,2000000
Beta,LogPDF,64,64,64,PARALLEL,12850.8,2000000
Beta,PDF,64,50000,256,PARALLEL,14558.9,2000000
Binomial,CDF,512,128,128,PARALLEL,141707.4,2000000
Binomial,LogPDF,64,1024,512,VECTORIZED,163332.3,2000000
Binomial,PDF,64,512,512,VECTORIZED,177580.7,2000000
ChiSquared,CDF,64,64,128,PARALLEL,18760.5,2000000
ChiSquared,LogPDF,64,150000,512,PARALLEL,2283.0,2000000
ChiSquared,PDF,64,150000,256,PARALLEL,4028.5,2000000
Discrete,CDF,64,75000,2048,PARALLEL,1281.3,2000000
Discrete,LogPDF,64,150000,512,PARALLEL,1119.0,2000000
Discrete,PDF,64,100000,2048,PARALLEL,956.7,2000000
Exponential,CDF,64,200000,64,PARALLEL,1905.2,2000000
Exponential,LogPDF,64,64,64,PARALLEL,1058.7,2000000
Exponential,PDF,64,500000,4096,PARALLEL,1719.6,2000000
Gamma,CDF,64,64,2048,PARALLEL,18155.7,2000000
Gamma,LogPDF,64,150000,128,PARALLEL,2330.9,2000000
Gamma,PDF,64,100000,2048,PARALLEL,4128.6,2000000
Gaussian,CDF,64,50000,1024,PARALLEL,3181.9,2000000
Gaussian,LogPDF,64,750000,128,PARALLEL,882.5,2000000
Gaussian,PDF,64,750000,512,PARALLEL,1697.1,2000000
LogNormal,CDF,64,50000,128,PARALLEL,5207.0,2000000
LogNormal,LogPDF,64,150000,6144,PARALLEL,2334.9,2000000
LogNormal,PDF,64,150000,,PARALLEL,4236.0,2000000
NegBinomial,CDF,128,64,64,PARALLEL,151866.0,2000000
NegBinomial,LogPDF,128,,64,VECTORIZED,131482.5,2000000
NegBinomial,PDF,64,2048,128,VECTORIZED,153945.4,2000000
Pareto,CDF,64,,1024,VECTORIZED,4760.7,2000000
Pareto,LogPDF,64,1000000,512,PARALLEL,2366.1,2000000
Pareto,PDF,64,2000000,128,PARALLEL,3989.6,2000000
Poisson,CDF,256,64,512,PARALLEL,21216.3,2000000
Poisson,LogPDF,64,64,64,PARALLEL,3540.1,2000000
Poisson,PDF,64,8192,4096,PARALLEL,6010.1,2000000
Rayleigh,CDF,64,300000,4096,PARALLEL,1684.6,2000000
Rayleigh,LogPDF,64,150000,1024,PARALLEL,2267.1,2000000
Rayleigh,PDF,64,150000,6144,PARALLEL,3943.2,2000000
StudentT,CDF,64,64,128,WORK_STEALING,47978.3,2000000
StudentT,LogPDF,64,1500000,64,PARALLEL,3670.0,2000000
StudentT,PDF,64,1500000,2048,VECTORIZED,5207.7,2000000
Uniform,CDF,64,256,2048,PARALLEL,2094.3,2000000
Uniform,LogPDF,64,50000,256,PARALLEL,1851.0,2000000
Uniform,PDF,64,4096,128,PARALLEL,2225.1,2000000
VonMises,CDF,64,64,128,PARALLEL,1862768.7,2000000
VonMises,LogPDF,64,100000,,PARALLEL,3393.3,2000000
VonMises,PDF,64,50000,6144,PARALLEL,5219.6,2000000
Weibull,CDF,64,1500000,256,PARALLEL,6024.3,2000000
Weibull,LogPDF,64,150000,64,PARALLEL,4138.0,2000000
Weibull,PDF,64,150000,256,PARALLEL,6105.5,2000000
