distribution,operation,batch_size,best_strategy,best_time_us,scalar_time_us,speedup_vs_scalar
Beta,CDF,64,VECTORIZED,4.488,9.465,2.109
Beta,CDF,128,VECTORIZED,9.596,20.254,2.111
Beta,CDF,256,VECTORIZED,16.999,36.211,2.13
Beta,CDF,512,WORK_STEALING,37.186,82.945,2.231
Beta,CDF,1024,PARALLEL,74.428,194.79,2.617
Beta,CDF,2048,PARALLEL,154.567,321.723,2.081
Beta,CDF,4096,WORK_STEALING,136.062,728.062,5.351
Beta,CDF,6144,WORK_STEALING,210.995,1111.898,5.27
Beta,CDF,8192,WORK_STEALING,240.638,1323.309,5.499
Beta,CDF,10000,WORK_STEALING,258.074,1744.943,6.761
Beta,CDF,25000,WORK_STEALING,520.517,4033.769,7.75
Beta,CDF,50000,WORK_STEALING,835.056,8233.927,9.86
Beta,CDF,75000,WORK_STEALING,1221.339,12773.571,10.459
Beta,CDF,100000,WORK_STEALING,1817.945,17607.743,9.686
Beta,CDF,150000,WORK_STEALING,2354.336,25457.698,10.813
Beta,CDF,200000,WORK_STEALING,3335.12,32532.378,9.754
Beta,CDF,250000,WORK_STEALING,4084.774,40191.712,9.839
Beta,CDF,300000,WORK_STEALING,4759.756,50448.179,10.599
Beta,CDF,400000,WORK_STEALING,5835.652,62901.575,10.779
Beta,CDF,500000,WORK_STEALING,7332.039,76777.116,10.471
Beta,CDF,750000,WORK_STEALING,13009.805,120104.115,9.232
Beta,CDF,1000000,WORK_STEALING,15695.954,158393.818,10.091
Beta,CDF,1500000,WORK_STEALING,23419.745,230670.069,9.849
Beta,CDF,2000000,WORK_STEALING,30049.018,321447.286,10.697
Beta,LogPDF,64,PARALLEL,1.704,4.436,2.603
Beta,LogPDF,128,PARALLEL,2.595,12.082,4.656
Beta,LogPDF,256,PARALLEL,5.95,17.404,2.925
Beta,LogPDF,512,VECTORIZED,9.599,35.365,3.684
Beta,LogPDF,1024,PARALLEL,20.162,77.258,3.832
Beta,LogPDF,2048,PARALLEL,38.623,141.403,3.661
Beta,LogPDF,4096,PARALLEL,84.842,328.896,3.877
Beta,LogPDF,6144,VECTORIZED,130.116,473.656,3.64
Beta,LogPDF,8192,WORK_STEALING,165.964,600.439,3.618
Beta,LogPDF,10000,WORK_STEALING,210.781,739.541,3.509
Beta,LogPDF,25000,PARALLEL,551.197,2011.328,3.649
Beta,LogPDF,50000,WORK_STEALING,1031.868,3859.8,3.741
Beta,LogPDF,75000,WORK_STEALING,1589.632,5747.043,3.615
Beta,LogPDF,100000,WORK_STEALING,2119.16,8002.966,3.776
Beta,LogPDF,150000,PARALLEL,3330.257,11790.798,3.541
Beta,LogPDF,200000,WORK_STEALING,4560.508,16545.958,3.628
Beta,LogPDF,250000,WORK_STEALING,5013.225,17885.31,3.568
Beta,LogPDF,300000,WORK_STEALING,6428.095,21893.858,3.406
Beta,LogPDF,400000,PARALLEL,8141.849,28830.663,3.541
Beta,LogPDF,500000,WORK_STEALING,9886.576,35186.074,3.559
Beta,LogPDF,750000,PARALLEL,14564.108,52702.9,3.619
Beta,LogPDF,1000000,WORK_STEALING,23008.66,74826.572,3.252
Beta,LogPDF,1500000,WORK_STEALING,32342.864,108710.525,3.361
Beta,LogPDF,2000000,WORK_STEALING,41779.014,144754.571,3.465
Beta,PDF,64,PARALLEL,1.843,5.143,2.791
Beta,PDF,128,VECTORIZED,2.893,13.271,4.587
Beta,PDF,256,VECTORIZED,6.531,20.095,3.077
Beta,PDF,512,VECTORIZED,10.718,40.997,3.825
Beta,PDF,1024,VECTORIZED,22.425,90.271,4.025
Beta,PDF,2048,WORK_STEALING,43.04,175.842,4.086
Beta,PDF,4096,PARALLEL,85.507,331.261,3.874
Beta,PDF,6144,WORK_STEALING,129.679,532.268,4.105
Beta,PDF,8192,PARALLEL,185.69,713.399,3.842
Beta,PDF,10000,PARALLEL,229.52,871.825,3.798
Beta,PDF,25000,PARALLEL,610.063,2087.877,3.422
Beta,PDF,50000,WORK_STEALING,1190.316,4691.852,3.942
Beta,PDF,75000,WORK_STEALING,1652.956,6776.662,4.1
Beta,PDF,100000,WORK_STEALING,2326.601,9102.252,3.912
Beta,PDF,150000,VECTORIZED,3670.601,14204.752,3.87
Beta,PDF,200000,PARALLEL,4620.19,18599.95,4.026
Beta,PDF,250000,WORK_STEALING,5357.225,21527.95,4.018
Beta,PDF,300000,WORK_STEALING,6745.877,25273.837,3.747
Beta,PDF,400000,PARALLEL,8955.077,33958.925,3.792
Beta,PDF,500000,PARALLEL,11199.865,40854.188,3.648
Beta,PDF,750000,WORK_STEALING,17548.154,60724.75,3.46
Beta,PDF,1000000,PARALLEL,24066.699,88684.631,3.685
Beta,PDF,1500000,PARALLEL,33859.584,129300.665,3.819
Beta,PDF,2000000,WORK_STEALING,46533.762,167550.65,3.601
Binomial,CDF,64,VECTORIZED,18.435,18.446,1.001
Binomial,CDF,128,SCALAR,36.616,36.616,1.0
Binomial,CDF,256,WORK_STEALING,75.736,77.856,1.028
Binomial,CDF,512,PARALLEL,147.736,159.976,1.083
Binomial,CDF,1024,PARALLEL,326.984,342.913,1.049
Binomial,CDF,2048,PARALLEL,629.996,657.736,1.044
Binomial,CDF,4096,SCALAR,1237.031,1237.031,1.0
Binomial,CDF,6144,SCALAR,1822.629,1822.629,1.0
Binomial,CDF,8192,VECTORIZED,2477.586,2581.961,1.042
Binomial,CDF,10000,SCALAR,2969.132,2969.132,1.0
Binomial,CDF,25000,SCALAR,7383.336,7383.336,1.0
Binomial,CDF,50000,SCALAR,15379.09,15379.09,1.0
Binomial,CDF,75000,SCALAR,22745.073,22745.073,1.0
Binomial,CDF,100000,SCALAR,29355.042,29355.042,1.0
Binomial,CDF,150000,SCALAR,46205.274,46205.274,1.0
Binomial,CDF,200000,VECTORIZED,63149.524,70412.467,1.115
Binomial,CDF,250000,SCALAR,76492.748,76492.748,1.0
Binomial,CDF,300000,SCALAR,92500.516,92500.516,1.0
Binomial,CDF,400000,VECTORIZED,121820.163,127945.042,1.05
Binomial,CDF,500000,VECTORIZED,148581.784,159861.096,1.076
Binomial,CDF,750000,VECTORIZED,223478.985,237665.572,1.063
Binomial,CDF,1000000,VECTORIZED,298527.763,307498.856,1.03
Binomial,CDF,1500000,VECTORIZED,448187.927,460029.458,1.026
Binomial,CDF,2000000,VECTORIZED,603455.646,620515.673,1.028
Binomial,LogPDF,64,VECTORIZED,3.222,6.333,1.966
Binomial,LogPDF,128,VECTORIZED,6.26,12.594,2.012
Binomial,LogPDF,256,VECTORIZED,15.775,25.275,1.602
Binomial,LogPDF,512,VECTORIZED,23.663,49.525,2.093
Binomial,LogPDF,1024,VECTORIZED,69.827,114.08,1.634
Binomial,LogPDF,2048,VECTORIZED,107.494,202.903,1.888
Binomial,LogPDF,4096,VECTORIZED,213.498,436.33,2.044
Binomial,LogPDF,6144,VECTORIZED,305.271,670.48,2.196
Binomial,LogPDF,8192,VECTORIZED,418.139,897.094,2.145
Binomial,LogPDF,10000,VECTORIZED,511.28,1050.933,2.055
Binomial,LogPDF,25000,VECTORIZED,1315.55,2526.043,1.92
Binomial,LogPDF,50000,VECTORIZED,2541.882,5250.068,2.065
Binomial,LogPDF,75000,VECTORIZED,3968.222,7640.455,1.925
Binomial,LogPDF,100000,VECTORIZED,4787.206,10107.875,2.111
Binomial,LogPDF,150000,VECTORIZED,7744.252,16037.258,2.071
Binomial,LogPDF,200000,VECTORIZED,10022.219,20958.793,2.091
Binomial,LogPDF,250000,VECTORIZED,12643.971,26341.531,2.083
Binomial,LogPDF,300000,VECTORIZED,16471.177,33702.179,2.046
Binomial,LogPDF,400000,VECTORIZED,20436.173,42170.672,2.064
Binomial,LogPDF,500000,VECTORIZED,25781.065,53368.561,2.07
Binomial,LogPDF,750000,VECTORIZED,39914.119,82689.429,2.072
Binomial,LogPDF,1000000,VECTORIZED,54666.15,109485.551,2.003
Binomial,LogPDF,1500000,VECTORIZED,79964.757,161635.276,2.021
Binomial,LogPDF,2000000,VECTORIZED,105237.902,232354.014,2.208
Binomial,PDF,64,VECTORIZED,6.082,17.36,2.854
Binomial,PDF,128,VECTORIZED,11.762,15.328,1.303
Binomial,PDF,256,VECTORIZED,22.855,30.158,1.32
Binomial,PDF,512,VECTORIZED,30.649,79.621,2.598
Binomial,PDF,1024,VECTORIZED,67.084,130.611,1.947
Binomial,PDF,2048,VECTORIZED,135.521,274.631,2.026
Binomial,PDF,4096,VECTORIZED,289.849,521.507,1.799
Binomial,PDF,6144,VECTORIZED,415.206,850.928,2.049
Binomial,PDF,8192,VECTORIZED,528.692,990.988,1.874
Binomial,PDF,10000,VECTORIZED,694.839,1165.573,1.677
Binomial,PDF,25000,VECTORIZED,1744.368,3132.005,1.795
Binomial,PDF,50000,VECTORIZED,3168.164,6303.242,1.99
Binomial,PDF,75000,VECTORIZED,4975.647,9395.732,1.888
Binomial,PDF,100000,VECTORIZED,6605.407,12577.387,1.904
Binomial,PDF,150000,VECTORIZED,9749.72,18139.242,1.86
Binomial,PDF,200000,VECTORIZED,14010.633,25553.501,1.824
Binomial,PDF,250000,VECTORIZED,16649.898,31866.044,1.914
Binomial,PDF,300000,VECTORIZED,21565.341,39569.265,1.835
Binomial,PDF,400000,VECTORIZED,26800.277,50726.061,1.893
Binomial,PDF,500000,VECTORIZED,34478.875,71528.148,2.075
Binomial,PDF,750000,VECTORIZED,50997.97,98572.014,1.933
Binomial,PDF,1000000,VECTORIZED,63718.516,129622.364,2.034
Binomial,PDF,1500000,VECTORIZED,99155.194,203828.895,2.056
Binomial,PDF,2000000,VECTORIZED,132428.547,268193.146,2.025
ChiSquared,CDF,64,PARALLEL,3.639,10.111,2.779
ChiSquared,CDF,128,PARALLEL,7.115,14.909,2.095
ChiSquared,CDF,256,WORK_STEALING,14.859,32.401,2.181
ChiSquared,CDF,512,WORK_STEALING,33.954,60.663,1.787
ChiSquared,CDF,1024,WORK_STEALING,63.76,131.022,2.055
ChiSquared,CDF,2048,WORK_STEALING,131.222,256.571,1.955
ChiSquared,CDF,4096,WORK_STEALING,114.615,538.382,4.697
ChiSquared,CDF,6144,WORK_STEALING,177.926,768.887,4.321
ChiSquared,CDF,8192,WORK_STEALING,218.008,1147.225,5.262
ChiSquared,CDF,10000,WORK_STEALING,234.102,1346.441,5.752
ChiSquared,CDF,25000,WORK_STEALING,466.264,3124.944,6.702
ChiSquared,CDF,50000,WORK_STEALING,837.389,6434.208,7.684
ChiSquared,CDF,75000,WORK_STEALING,1276.007,9999.699,7.837
ChiSquared,CDF,100000,WORK_STEALING,1478.978,13403.691,9.063
ChiSquared,CDF,150000,WORK_STEALING,2151.269,19594.106,9.108
ChiSquared,CDF,200000,WORK_STEALING,2857.189,26751.987,9.363
ChiSquared,CDF,250000,WORK_STEALING,3920.2,34456.946,8.79
ChiSquared,CDF,300000,WORK_STEALING,4733.405,41129.052,8.689
ChiSquared,CDF,400000,WORK_STEALING,7090.482,53943.064,7.608
ChiSquared,CDF,500000,WORK_STEALING,7600.518,65902.062,8.671
ChiSquared,CDF,750000,WORK_STEALING,11902.007,106683.318,8.963
ChiSquared,CDF,1000000,WORK_STEALING,16083.52,149189.976,9.276
ChiSquared,CDF,1500000,WORK_STEALING,27265.817,234928.035,8.616
ChiSquared,CDF,2000000,WORK_STEALING,31650.605,308492.071,9.747
ChiSquared,LogPDF,64,PARALLEL,0.639,3.84,6.009
ChiSquared,LogPDF,128,PARALLEL,1.179,9.731,8.254
ChiSquared,LogPDF,256,VECTORIZED,1.543,15.226,9.868
ChiSquared,LogPDF,512,VECTORIZED,2.689,31.782,11.819
ChiSquared,LogPDF,1024,VECTORIZED,7.336,80.32,10.949
ChiSquared,LogPDF,2048,VECTORIZED,10.416,125.166,12.017
ChiSquared,LogPDF,4096,VECTORIZED,21.228,271.727,12.8
ChiSquared,LogPDF,6144,VECTORIZED,41.629,425.395,10.219
ChiSquared,LogPDF,8192,WORK_STEALING,41.555,559.16,13.456
ChiSquared,LogPDF,10000,WORK_STEALING,63.346,735.16,11.605
ChiSquared,LogPDF,25000,WORK_STEALING,126.045,1642.259,13.029
ChiSquared,LogPDF,50000,WORK_STEALING,155.172,3259.303,21.004
ChiSquared,LogPDF,75000,WORK_STEALING,238.33,4825.919,20.249
ChiSquared,LogPDF,100000,WORK_STEALING,357.244,7378.349,20.654
ChiSquared,LogPDF,150000,WORK_STEALING,402.636,10036.144,24.926
ChiSquared,LogPDF,200000,WORK_STEALING,463.433,14012.149,30.236
ChiSquared,LogPDF,250000,WORK_STEALING,569.108,16987.214,29.849
ChiSquared,LogPDF,300000,WORK_STEALING,759.166,20932.358,27.573
ChiSquared,LogPDF,400000,WORK_STEALING,935.58,27838.155,29.755
ChiSquared,LogPDF,500000,WORK_STEALING,1177.368,33439.901,28.402
ChiSquared,LogPDF,750000,WORK_STEALING,1974.823,51100.069,25.876
ChiSquared,LogPDF,1000000,WORK_STEALING,2759.616,70935.395,25.705
ChiSquared,LogPDF,1500000,WORK_STEALING,4895.034,115715.812,23.639
ChiSquared,LogPDF,2000000,WORK_STEALING,5222.173,157938.711,30.244
ChiSquared,PDF,64,VECTORIZED,1.281,7.533,5.881
ChiSquared,PDF,128,VECTORIZED,1.124,15.035,13.376
ChiSquared,PDF,256,VECTORIZED,2.822,31.997,11.338
ChiSquared,PDF,512,VECTORIZED,3.622,59.777,16.504
ChiSquared,PDF,1024,VECTORIZED,10.321,142.09,13.767
ChiSquared,PDF,2048,VECTORIZED,14.115,259.835,18.408
ChiSquared,PDF,4096,VECTORIZED,28.553,509.879,17.857
ChiSquared,PDF,6144,WORK_STEALING,64.07,791.237,12.35
ChiSquared,PDF,8192,VECTORIZED,69.969,1006.988,14.392
ChiSquared,PDF,10000,VECTORIZED,79.378,1341.958,16.906
ChiSquared,PDF,25000,WORK_STEALING,162.286,3326.051,20.495
ChiSquared,PDF,50000,WORK_STEALING,281.1,6293.266,22.388
ChiSquared,PDF,75000,WORK_STEALING,406.954,9517.889,23.388
ChiSquared,PDF,100000,WORK_STEALING,756.95,13183.233,17.416
ChiSquared,PDF,150000,WORK_STEALING,799.836,19172.069,23.97
ChiSquared,PDF,200000,WORK_STEALING,959.467,26035.072,27.135
ChiSquared,PDF,250000,WORK_STEALING,1379.571,33992.678,24.64
ChiSquared,PDF,300000,WORK_STEALING,1550.395,40373.018,26.04
ChiSquared,PDF,400000,WORK_STEALING,1878.775,54810.378,29.173
ChiSquared,PDF,500000,WORK_STEALING,2506.084,68613.414,27.379
ChiSquared,PDF,750000,WORK_STEALING,3601.985,99827.654,27.715
ChiSquared,PDF,1000000,WORK_STEALING,5212.856,142662.776,27.367
ChiSquared,PDF,1500000,WORK_STEALING,8209.005,219433.075,26.731
ChiSquared,PDF,2000000,WORK_STEALING,10292.261,289973.955,28.174
Discrete,CDF,64,VECTORIZED,0.252,3.894,15.452
Discrete,CDF,128,VECTORIZED,0.37,7.723,20.873
Discrete,CDF,256,VECTORIZED,0.685,15.431,22.527
Discrete,CDF,512,VECTORIZED,1.898,31.481,16.586
Discrete,CDF,1024,VECTORIZED,2.251,76.119,33.816
Discrete,CDF,2048,WORK_STEALING,6.638,133.159,20.06
Discrete,CDF,4096,VECTORIZED,9.282,269.531,29.038
Discrete,CDF,6144,VECTORIZED,14.674,424.38,28.921
Discrete,CDF,8192,VECTORIZED,34.773,629.365,18.099
Discrete,CDF,10000,VECTORIZED,26.602,732.087,27.52
Discrete,CDF,25000,WORK_STEALING,50.461,1719.48,34.075
Discrete,CDF,50000,WORK_STEALING,78.345,3443.788,43.957
Discrete,CDF,75000,WORK_STEALING,104.619,5003.031,47.821
Discrete,CDF,100000,WORK_STEALING,121.332,6543.664,53.932
Discrete,CDF,150000,WORK_STEALING,186.63,10326.134,55.329
Discrete,CDF,200000,WORK_STEALING,222.801,13918.461,62.47
Discrete,CDF,250000,WORK_STEALING,350.866,17063.968,48.634
Discrete,CDF,300000,WORK_STEALING,377.293,19827.449,52.552
Discrete,CDF,400000,WORK_STEALING,507.19,27627.961,54.473
Discrete,CDF,500000,WORK_STEALING,606.862,32040.424,52.797
Discrete,CDF,750000,WORK_STEALING,926.751,49445.358,53.353
Discrete,CDF,1000000,WORK_STEALING,916.26,65490.288,71.476
Discrete,CDF,1500000,WORK_STEALING,1732.465,94623.38,54.618
Discrete,CDF,2000000,WORK_STEALING,2340.924,127445.987,54.443
Discrete,LogPDF,64,VECTORIZED,0.212,4.514,21.292
Discrete,LogPDF,128,VECTORIZED,0.293,7.593,25.915
Discrete,LogPDF,256,VECTORIZED,0.666,15.111,22.689
Discrete,LogPDF,512,VECTORIZED,0.782,33.632,43.008
Discrete,LogPDF,1024,VECTORIZED,1.419,69.294,48.833
Discrete,LogPDF,2048,VECTORIZED,2.741,135.67,49.497
Discrete,LogPDF,4096,VECTORIZED,7.422,292.754,39.444
Discrete,LogPDF,6144,VECTORIZED,12.08,393.859,32.604
Discrete,LogPDF,8192,VECTORIZED,16.935,622.102,36.735
Discrete,LogPDF,10000,VECTORIZED,20.004,656.263,32.807
Discrete,LogPDF,25000,VECTORIZED,32.594,1702.177,52.224
Discrete,LogPDF,50000,WORK_STEALING,65.988,3359.091,50.905
Discrete,LogPDF,75000,WORK_STEALING,98.781,4791.369,48.505
Discrete,LogPDF,100000,WORK_STEALING,119.797,6641.076,55.436
Discrete,LogPDF,150000,WORK_STEALING,169.918,10072.245,59.277
Discrete,LogPDF,200000,WORK_STEALING,263.756,13146.113,49.842
Discrete,LogPDF,250000,WORK_STEALING,278.201,16434.477,59.074
Discrete,LogPDF,300000,WORK_STEALING,315.098,19685.346,62.474
Discrete,LogPDF,400000,WORK_STEALING,356.689,26816.792,75.183
Discrete,LogPDF,500000,WORK_STEALING,634.247,33605.037,52.984
Discrete,LogPDF,750000,WORK_STEALING,820.294,49121.254,59.882
Discrete,LogPDF,1000000,WORK_STEALING,788.177,62899.982,79.804
Discrete,LogPDF,1500000,WORK_STEALING,1543.126,95832.885,62.103
Discrete,LogPDF,2000000,WORK_STEALING,2462.489,121693.768,49.419
Discrete,PDF,64,VECTORIZED,0.277,4.563,16.473
Discrete,PDF,128,VECTORIZED,0.28,7.603,27.154
Discrete,PDF,256,VECTORIZED,0.468,15.106,32.278
Discrete,PDF,512,VECTORIZED,0.764,31.637,41.41
Discrete,PDF,1024,VECTORIZED,2.078,62.914,30.276
Discrete,PDF,2048,VECTORIZED,3.533,128.379,36.337
Discrete,PDF,4096,VECTORIZED,8.099,250.463,30.925
Discrete,PDF,6144,VECTORIZED,11.666,407.096,34.896
Discrete,PDF,8192,VECTORIZED,10.329,515.323,49.891
Discrete,PDF,10000,VECTORIZED,12.617,815.512,64.636
